Usage By Hour And Day Grouped By Membership,,,,,,,,
Parameters,,,,,,,,
"Mon, Jan 15, 2024 12:00 AM to Sun, Jan 21, 2024 11:59 PM",,,,,,,,
"Readers: Turnstile 1 Barcode - Facility: Control Desk - Main Access, Turnstile 2 Barcode - Facility: Control Desk - Main Access, Turnstile 3 Barcode - Facility: Control Desk - Main Access, Turnstile 4 Barcode - Facility: Control Desk - Main Access, Turnstile 5 Barcode - Facility: Control Desk - Main Access, Turnstile 5 Barcode - Facility: Control Desk - Main Access, Turnstile 5 HKII - Facility: Control Desk - Main Access, Turnstile 6 Barcode - Facility: Control Desk - Main Access, Turnstile 6 HKII - Facility: Control Desk - Main Access, Turnstile 6 Barcode - Facility: Control Desk - Main Access, Turnstile 7 Barcode - Facility: Control Desk - Main Access, Turnstile 7 Barcode  - Facility: Control Desk - Main Access, Turnstile 7 HKII - Facility: Control Desk - Main Access, Turnstile 8 Barcode - Facility: Control Desk - Main Access, Turnstile 8 Barcode  - Facility: Control Desk - Main Access, Turnstile 8 HKII - Facility: Control Desk - Main Access, Welcome Desk 2 - Access - Facility: Welcome Desk, Barcode 9 - Facility: Main Equipment Issue (DELETED), Barcode 9 - Facility: Main Equipment Issue (DELETED), Turnstile 1 Barcode - Facility: Control Desk - Main Access (DELETED), Turnstile 1 HKII - Facility: Control Desk - Main Access (DELETED), Turnstile 1 HKII-copy - Facility: Control Desk - Main Access (DELETED), Turnstile 2 Barcode - Facility: Control Desk - Main Access (DELETED), Turnstile 2 HKII - Facility: Control Desk - Main Access (DELETED), Turnstile 3 Barcode - Facility: Control Desk - Main Access (DELETED), Turnstile 3 HKII - Facility: Control Desk - Main Access (DELETED), Turnstile 4 Barcode - Facility: Control Desk - Main Access (DELETED), Turnstile 4 HKII - Facility: Control Desk - Main Access (DELETED), Turnstile 5 Barcode - Facility: Control Desk - Main Access (DELETED), Turnstile 5 Barcode - Facility: Control Desk - Main Access (DELETED), Turnstile 5 HKII - Facility: Control Desk - Main Access (DELETED), Turnstile 6 Barcode - Facility: Control Desk - Main Access (DELETED), Turnstile 6 HKII - Facility: Control Desk - Main Access (DELETED), Turnstile 6 HKII - Facility: Control Desk - Main Access (DELETED), Turnstile 7 HKII - Facility: Control Desk - Main Access (DELETED), Turnstile 8 - Facility: Control Desk - Main Access (DELETED), Turnstile 8 HKII - Facility: Control Desk - Main Access (DELETED), Turnstile 9 Barcode  - Facility: Main Equipment Issue (DELETED)",,,,,,,,
"Days of the week: Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",,,,,,,,
Memberships: All Memberships,,,,,,,,
Hour,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Total
Membership Type: No Membership,,,,,,,,
7:00AM - 7:59AM,0,0,0,0,1,0,0,1
8:00AM - 8:59AM,0,0,0,0,1,1,0,2
9:00AM - 9:59AM,1,0,0,0,1,0,3,5
10:00AM - 10:59AM,1,0,0,0,3,1,2,7
11:00AM - 11:59AM,5,0,0,1,3,2,2,13
12:00PM - 12:59PM,2,0,1,1,2,4,0,10
1:00PM - 1:59PM,2,0,0,1,1,0,5,9
2:00PM - 2:59PM,1,0,0,0,1,0,2,4
3:00PM - 3:59PM,0,0,0,0,0,1,1,2
4:00PM - 4:59PM,0,0,0,0,3,0,0,3
5:00PM - 5:59PM,0,0,0,0,5,2,0,7
6:00PM - 6:59PM,0,0,0,0,6,2,1,9
7:00PM - 7:59PM,1,0,0,0,0,0,0,1
Membership Totals:,13,0,1,3,27,13,16,73
Membership Type: Alumni Members,,,,,,,,
6:00AM - 6:59AM,0,0,0,0,3,7,0,10
7:00AM - 7:59AM,0,0,0,0,1,0,0,1
8:00AM - 8:59AM,0,0,0,0,1,0,0,1
9:00AM - 9:59AM,4,0,0,0,2,2,6,14
10:00AM - 10:59AM,3,0,3,4,1,3,5,19
11:00AM - 11:59AM,1,0,0,1,3,3,4,12
12:00PM - 12:59PM,2,0,4,1,2,3,0,12
1:00PM - 1:59PM,2,0,1,1,3,3,1,11
2:00PM - 2:59PM,1,0,0,2,1,3,1,8
3:00PM - 3:59PM,3,0,0,0,3,8,1,15
4:00PM - 4:59PM,1,0,0,0,2,5,4,12
5:00PM - 5:59PM,1,0,0,0,7,5,1,14
6:00PM - 6:59PM,1,0,0,0,1,3,0,5
7:00PM - 7:59PM,0,0,0,0,1,1,1,3
Membership Totals:,19,0,8,9,31,46,24,137
Membership Type: Bushnell ,,,,,,,,
12:00PM - 12:59PM,0,0,1,0,0,0,0,1
3:00PM - 3:59PM,0,0,0,0,0,1,0,1
4:00PM - 4:59PM,0,0,0,0,0,0,1,1
7:00PM - 7:59PM,1,0,0,0,0,0,0,1
Membership Totals:,1,0,1,0,0,1,1,4
Membership Type: Club Sports - Jiu Jitsu - Limited Hours,,,,,,,,
6:00PM - 6:59PM,0,0,0,0,1,0,0,1
Membership Totals:,0,0,0,0,1,0,0,1
Membership Type: Club Sports - Swim - Limited Hours,,,,,,,,
6:00PM - 6:59PM,0,0,0,0,1,0,0,1
Membership Totals:,0,0,0,0,1,0,0,1
Membership Type: Club Sports- W Water Polo- Limited Hours,,,,,,,,
7:00PM - 7:59PM,0,0,0,0,1,0,0,1
Membership Totals:,0,0,0,0,1,0,0,1
Membership Type: Club Sports- Wrestling - Limited Hours,,,,,,,,
4:00PM - 4:59PM,0,0,0,0,1,0,0,1
Membership Totals:,0,0,0,0,1,0,0,1
Membership Type: Community Membership,,,,,,,,
6:00AM - 6:59AM,0,0,0,0,3,1,0,4
7:00AM - 7:59AM,0,0,0,0,2,1,0,3
8:00AM - 8:59AM,0,0,0,0,1,1,0,2
9:00AM - 9:59AM,0,0,0,0,1,3,5,9
10:00AM - 10:59AM,3,0,3,5,2,5,2,20
11:00AM - 11:59AM,2,0,5,6,3,3,5,24
12:00PM - 12:59PM,2,0,6,5,3,5,2,23
1:00PM - 1:59PM,4,0,0,3,5,4,3,19
2:00PM - 2:59PM,3,0,0,0,2,4,4,13
3:00PM - 3:59PM,1,0,0,0,4,4,2,11
4:00PM - 4:59PM,1,0,0,0,3,5,3,12
5:00PM - 5:59PM,1,0,0,0,4,2,1,8
6:00PM - 6:59PM,2,0,0,0,1,3,0,6
7:00PM - 7:59PM,1,0,0,0,1,1,2,5
8:00PM - 8:59PM,0,0,0,0,1,0,0,1
9:00PM - 9:59PM,0,0,0,0,2,0,0,2
Membership Totals:,20,0,14,19,38,42,29,162
Membership Type: Current Student,,,,,,,,
5:00AM - 5:59AM,0,0,0,0,0,1,0,1
6:00AM - 6:59AM,0,0,0,0,110,155,0,265
7:00AM - 7:59AM,0,0,0,0,146,79,0,225
8:00AM - 8:59AM,9,0,0,0,191,110,0,310
9:00AM - 9:59AM,99,0,1,0,306,195,170,771
10:00AM - 10:59AM,143,0,648,538,318,234,159,2040
11:00AM - 11:59AM,154,0,480,391,346,337,223,1931
12:00PM - 12:59PM,198,0,556,487,315,295,229,2080
1:00PM - 1:59PM,203,0,141,564,458,366,251,1983
2:00PM - 2:59PM,232,0,0,124,387,334,217,1294
3:00PM - 3:59PM,242,0,0,0,366,349,235,1192
4:00PM - 4:59PM,199,0,0,0,482,416,285,1382
