Usage By Hour And Day Grouped By Membership,,,,,,,,
Parameters,,,,,,,,
"Mon, Sep 23, 2024 12:00 AM to Sun, Sep 29, 2024 11:59 PM",,,,,,,,
"Readers: Turnstile 1 Barcode - Facility: Control Desk - Main Access, Turnstile 2 Barcode - Facility: Control Desk - Main Access, Turnstile 3 Barcode - Facility: Control Desk - Main Access, Turnstile 4 Barcode - Facility: Control Desk - Main Access, Turnstile 5 Barcode - Facility: Control Desk - Main Access, Turnstile 5 Barcode - Facility: Control Desk - Main Access, Turnstile 5 HKII - Facility: Control Desk - Main Access, Turnstile 6 Barcode - Facility: Control Desk - Main Access, Turnstile 6 HKII - Facility: Control Desk - Main Access, Turnstile 6 Barcode - Facility: Control Desk - Main Access, Turnstile 7 Barcode - Facility: Control Desk - Main Access, Turnstile 7 Barcode  - Facility: Control Desk - Main Access, Turnstile 7 HKII - Facility: Control Desk - Main Access, Turnstile 8 Barcode - Facility: Control Desk - Main Access, Turnstile 8 Barcode  - Facility: Control Desk - Main Access, Turnstile 8 HKII - Facility: Control Desk - Main Access, Welcome Desk 2 - Access - Facility: Welcome Desk, Barcode 9 - Facility: Main Equipment Issue (DELETED), Barcode 9 - Facility: Main Equipment Issue (DELETED), Turnstile 1 Barcode - Facility: Control Desk - Main Access (DELETED), Turnstile 1 HKII - Facility: Control Desk - Main Access (DELETED), Turnstile 1 HKII-copy - Facility: Control Desk - Main Access (DELETED), Turnstile 2 Barcode - Facility: Control Desk - Main Access (DELETED), Turnstile 2 HKII - Facility: Control Desk - Main Access (DELETED), Turnstile 3 Barcode - Facility: Control Desk - Main Access (DELETED), Turnstile 3 HKII - Facility: Control Desk - Main Access (DELETED), Turnstile 4 Barcode - Facility: Control Desk - Main Access (DELETED), Turnstile 4 HKII - Facility: Control Desk - Main Access (DELETED), Turnstile 5 Barcode - Facility: Control Desk - Main Access (DELETED), Turnstile 5 Barcode - Facility: Control Desk - Main Access (DELETED), Turnstile 5 HKII - Facility: Control Desk - Main Access (DELETED), Turnstile 6 Barcode - Facility: Control Desk - Main Access (DELETED), Turnstile 6 HKII - Facility: Control Desk - Main Access (DELETED), Turnstile 6 HKII - Facility: Control Desk - Main Access (DELETED), Turnstile 7 HKII - Facility: Control Desk - Main Access (DELETED), Turnstile 8 - Facility: Control Desk - Main Access (DELETED), Turnstile 8 HKII - Facility: Control Desk - Main Access (DELETED), Turnstile 9 Barcode  - Facility: Main Equipment Issue (DELETED)",,,,,,,,
"Days of the week: Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",,,,,,,,
Memberships: All Memberships,,,,,,,,
Hour,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Total
Membership Type: No Membership,,,,,,,,
10:00AM - 10:59AM,0,2,2,2,1,6,0,13
11:00AM - 11:59AM,0,3,1,2,0,1,0,7
12:00PM - 12:59PM,3,0,3,1,5,1,1,14
1:00PM - 1:59PM,2,0,0,1,1,0,0,4
2:00PM - 2:59PM,2,2,1,0,1,0,0,6
3:00PM - 3:59PM,3,0,2,0,0,1,0,6
4:00PM - 4:59PM,0,2,1,2,1,1,1,8
5:00PM - 5:59PM,1,2,1,1,0,1,0,6
6:00PM - 6:59PM,1,2,1,4,1,1,0,10
7:00PM - 7:59PM,0,1,0,0,0,0,0,1
Membership Totals:,12,14,12,13,10,12,2,75
Membership Type: Alumni Members,,,,,,,,
10:00AM - 10:59AM,0,4,2,6,1,3,0,16
11:00AM - 11:59AM,0,5,3,5,0,5,0,18
12:00PM - 12:59PM,1,1,2,2,3,1,2,12
1:00PM - 1:59PM,1,1,0,1,0,0,1,4
2:00PM - 2:59PM,1,5,1,1,1,3,0,12
3:00PM - 3:59PM,0,2,1,1,2,2,1,9
4:00PM - 4:59PM,0,2,4,3,5,3,1,18
5:00PM - 5:59PM,2,6,7,7,2,1,1,26
6:00PM - 6:59PM,1,2,6,4,3,3,2,21
7:00PM - 7:59PM,1,1,0,2,1,0,0,5
Membership Totals:,7,29,26,32,18,21,8,141
Membership Type: Community Membership,,,,,,,,
10:00AM - 10:59AM,0,2,1,1,0,3,0,7
11:00AM - 11:59AM,0,2,2,6,0,4,0,14
12:00PM - 12:59PM,1,2,3,2,3,1,1,13
1:00PM - 1:59PM,1,2,0,0,2,2,1,8
2:00PM - 2:59PM,1,0,2,1,1,1,2,8
3:00PM - 3:59PM,1,2,3,0,2,1,0,9
4:00PM - 4:59PM,2,3,3,1,3,3,1,16
5:00PM - 5:59PM,1,3,1,4,2,1,1,13
6:00PM - 6:59PM,1,1,3,1,3,2,1,12
7:00PM - 7:59PM,1,2,0,1,1,0,0,5
Membership Totals:,9,19,18,17,17,18,7,105
Membership Type: Current Student,,,,,,,,
10:00AM - 10:59AM,0,252,290,289,276,413,0,1520
11:00AM - 11:59AM,1,222,196,202,210,315,0,1146
12:00PM - 12:59PM,240,205,177,182,199,302,634,1939
1:00PM - 1:59PM,159,150,147,163,197,271,355,1442
2:00PM - 2:59PM,176,146,116,163,201,298,280,1380
3:00PM - 3:59PM,145,143,127,181,256,251,262,1365
4:00PM - 4:59PM,239,185,181,216,161,301,191,1474
5:00PM - 5:59PM,259,218,212,194,142,200,166,1391
6:00PM - 6:59PM,269,134,159,150,164,88,112,1076
7:00PM - 7:59PM,106,50,35,40,121,0,41,393
9:00PM - 9:59PM,0,0,0,0,0,1,0,1
Membership Totals:,1594,1705,1640,1780,1927,2440,2041,13127
Membership Type: Dependent/Spouse,,,,,,,,
10:00AM - 10:59AM,0,0,5,2,3,3,0,13
11:00AM - 11:59AM,0,1,0,3,0,0,0,4
12:00PM - 12:59PM,2,1,1,0,0,1,0,5
1:00PM - 1:59PM,0,0,0,0,1,1,0,2
2:00PM - 2:59PM,2,0,0,0,0,0,0,2
3:00PM - 3:59PM,0,2,1,0,1,3,1,8
4:00PM - 4:59PM,0,1,3,2,0,0,0,6
5:00PM - 5:59PM,0,3,0,3,1,1,0,8
6:00PM - 6:59PM,2,1,0,0,0,0,0,3
7:00PM - 7:59PM,0,0,0,2,0,0,0,2
Membership Totals:,6,9,10,12,6,9,1,53
Membership Type: Faculty/Staff,,,,,,,,
8:00AM - 8:59AM,0,0,0,0,0,1,0,1
10:00AM - 10:59AM,0,7,5,8,7,10,0,37
11:00AM - 11:59AM,0,17,16,20,7,11,0,71
12:00PM - 12:59PM,2,10,8,8,7,3,4,42
1:00PM - 1:59PM,0,4,4,2,1,0,0,11
2:00PM - 2:59PM,1,3,6,2,2,4,0,18
3:00PM - 3:59PM,2,3,6,1,5,3,1,21
4:00PM - 4:59PM,0,7,8,7,3,9,1,35
5:00PM - 5:59PM,0,11,7,5,7,6,3,39
6:00PM - 6:59PM,4,5,5,6,4,0,0,24
7:00PM - 7:59PM,0,0,0,2,0,0,0,2
Membership Totals:,9,67,65,61,43,47,9,301
Membership Type: PE & Rec Staff,,,,,,,,
10:00AM - 10:59AM,0,0,0,0,2,0,0,2
11:00AM - 11:59AM,0,0,1,1,1,0,0,3
12:00PM - 12:59PM,0,1,1,1,1,0,0,4
1:00PM - 1:59PM,0,0,0,0,0,1,0,1
2:00PM - 2:59PM,0,1,0,0,0,0,0,1
3:00PM - 3:59PM,0,1,0,0,0,0,0,1
4:00PM - 4:59PM,0,1,0,0,0,0,0,1
Membership Totals:,0,4,2,2,4,1,0,13
Membership Type: Student Off Term,,,,,,,,
12:00PM - 12:59PM,0,0,0,0,1,0,1,2
1:00PM - 1:59PM,0,1,0,0,0,0,0,1
2:00PM - 2:59PM,0,0,0,0,0,3,0,3
3:00PM - 3:59PM,0,0,0,0,0,0,1,1
4:00PM - 4:59PM,0,1,0,1,0,1,1,4
5:00PM - 5:59PM,1,0,0,1,1,0,0,3
Membership Totals:,1,2,0,2,2,4,3,14
Totals:,1638,1849,1773,1919,2027,2552,2071,13829
"Mon, Feb 10 2025 11:14A",,,,,,,,Page: 1/1
