Usage By Hour And Day Grouped By Membership,,,,,,,,
Parameters,,,,,,,,
"Mon, Jan 17, 2022 12:00 AM to Sun, Jan 23, 2022 11:59 PM",,,,,,,,
"Readers: Turnstile 1 Barcode - Facility: Control Desk - Main Access, Turnstile 2 Barcode - Facility: Control Desk - Main Access, Turnstile 3 Barcode - Facility: Control Desk - Main Access, Turnstile 4 Barcode - Facility: Control Desk - Main Access, Turnstile 5 Barcode - Facility: Control Desk - Main Access, Turnstile 5 Barcode - Facility: Control Desk - Main Access, Turnstile 5 HKII - Facility: Control Desk - Main Access, Turnstile 6 Barcode - Facility: Control Desk - Main Access, Turnstile 6 HKII - Facility: Control Desk - Main Access, Turnstile 6 Barcode - Facility: Control Desk - Main Access, Turnstile 7 Barcode - Facility: Control Desk - Main Access, Turnstile 7 Barcode  - Facility: Control Desk - Main Access, Turnstile 7 HKII - Facility: Control Desk - Main Access, Turnstile 8 Barcode - Facility: Control Desk - Main Access, Turnstile 8 Barcode  - Facility: Control Desk - Main Access, Turnstile 8 HKII - Facility: Control Desk - Main Access, Welcome Desk 2 - Access - Facility: Welcome Desk, Barcode 9 - Facility: Main Equipment Issue (DELETED), Barcode 9 - Facility: Main Equipment Issue (DELETED), Turnstile 1 Barcode - Facility: Control Desk - Main Access (DELETED), Turnstile 1 HKII - Facility: Control Desk - Main Access (DELETED), Turnstile 1 HKII-copy - Facility: Control Desk - Main Access (DELETED), Turnstile 2 Barcode - Facility: Control Desk - Main Access (DELETED), Turnstile 2 HKII - Facility: Control Desk - Main Access (DELETED), Turnstile 3 Barcode - Facility: Control Desk - Main Access (DELETED), Turnstile 3 HKII - Facility: Control Desk - Main Access (DELETED), Turnstile 4 Barcode - Facility: Control Desk - Main Access (DELETED), Turnstile 4 HKII - Facility: Control Desk - Main Access (DELETED), Turnstile 5 Barcode - Facility: Control Desk - Main Access (DELETED), Turnstile 5 Barcode - Facility: Control Desk - Main Access (DELETED), Turnstile 5 HKII - Facility: Control Desk - Main Access (DELETED), Turnstile 6 Barcode - Facility: Control Desk - Main Access (DELETED), Turnstile 6 HKII - Facility: Control Desk - Main Access (DELETED), Turnstile 6 HKII - Facility: Control Desk - Main Access (DELETED), Turnstile 7 HKII - Facility: Control Desk - Main Access (DELETED), Turnstile 8 - Facility: Control Desk - Main Access (DELETED), Turnstile 8 HKII - Facility: Control Desk - Main Access (DELETED), Turnstile 9 Barcode  - Facility: Main Equipment Issue (DELETED)",,,,,,,,
"Days of the week: Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",,,,,,,,
Memberships: All Memberships,,,,,,,,
Hour,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Total
9:00PM - 9:59PM,0,0,0,1,1,0,0,2
Membership Totals:,4,0,20,9,23,12,13,81
Membership Type: Faculty/Staff,,,,,,,,
5:00AM - 5:59AM,0,0,0,1,0,0,0,1
6:00AM - 6:59AM,0,0,8,6,9,7,0,30
7:00AM - 7:59AM,0,0,2,3,4,4,0,13
8:00AM - 8:59AM,0,0,1,1,1,3,0,6
9:00AM - 9:59AM,1,0,2,4,6,2,3,18
10:00AM - 10:59AM,4,0,5,9,7,5,1,31
11:00AM - 11:59AM,6,0,17,10,8,9,4,54
12:00PM - 12:59PM,3,0,2,11,8,4,3,31
1:00PM - 1:59PM,2,0,0,2,4,3,3,14
2:00PM - 2:59PM,1,0,1,2,2,2,1,9
3:00PM - 3:59PM,2,0,2,0,4,3,0,11
4:00PM - 4:59PM,1,0,5,6,3,5,1,21
5:00PM - 5:59PM,2,0,9,6,6,1,2,26
6:00PM - 6:59PM,0,0,0,4,3,3,1,11
7:00PM - 7:59PM,0,0,1,2,0,1,0,4
9:00PM - 9:59PM,0,0,0,1,0,0,0,1
Membership Totals:,22,0,55,68,65,52,19,281
Membership Type: PE & Rec Staff,,,,,,,,
10:00AM - 10:59AM,0,0,0,0,1,0,0,1
11:00AM - 11:59AM,0,0,2,3,0,0,0,5
12:00PM - 12:59PM,0,0,0,1,0,0,0,1
1:00PM - 1:59PM,0,0,0,0,0,0,1,1
2:00PM - 2:59PM,0,0,1,0,2,0,0,3
3:00PM - 3:59PM,0,0,0,1,0,0,1,2
5:00PM - 5:59PM,0,0,0,0,1,0,0,1
7:00PM - 7:59PM,0,0,0,1,0,0,0,1
Membership Totals:,0,0,3,6,4,0,2,15
Membership Type: Student Off Term,,,,,,,,
6:00AM - 6:59AM,0,0,0,1,0,0,0,1
8:00AM - 8:59AM,0,0,1,0,0,0,0,1
10:00AM - 10:59AM,2,0,2,0,0,0,1,5
11:00AM - 11:59AM,0,0,0,0,0,0,2,2
12:00PM - 12:59PM,0,0,2,2,0,0,0,4
1:00PM - 1:59PM,1,0,0,0,0,1,1,3
2:00PM - 2:59PM,0,0,0,0,0,1,0,1
3:00PM - 3:59PM,0,0,1,0,2,1,3,7
4:00PM - 4:59PM,1,0,1,1,2,1,0,6
5:00PM - 5:59PM,1,0,1,3,1,0,1,7
6:00PM - 6:59PM,2,0,2,1,2,1,0,8
7:00PM - 7:59PM,0,0,1,3,0,0,0,4
8:00PM - 8:59PM,0,0,0,4,1,0,0,5
9:00PM - 9:59PM,0,0,0,1,1,0,0,2
10:00PM - 10:59PM,0,0,1,0,0,0,0,1
Membership Totals:,7,0,12,16,9,5,8,57
Membership Type: Worlds 2022 Staff Membership,,,,,,,,
6:00PM - 6:59PM,0,0,0,1,1,0,1,3
7:00PM - 7:59PM,1,0,0,0,0,0,0,1
8:00PM - 8:59PM,0,0,0,0,0,1,0,1
10:00PM - 10:59PM,0,0,1,0,0,0,0,1
Membership Totals:,1,0,1,1,1,1,1,6
Totals:,1979,0,4362,4235,3830,2467,1633,18506
"Mon, Feb 10 2025 10:33A",,,,,,,,Page: 1/1
