Usage By Hour And Day,,,,,,,,
Parameters,,,,,,,,
"Sun, Jun 4, 2023 12:00 AM to Sat, Jun 10, 2023 11:59 PM",,,,,,,,
Readers: All Readers,,,,,,,,
"Days of the week: Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",,,,,,,,
Hour,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Total
5:00AM - 5:59AM,0,0,1,0,0,0,0,1
6:00AM - 6:59AM,0,114,99,122,87,68,0,490
7:00AM - 7:59AM,0,114,118,90,105,58,0,485
8:00AM - 8:59AM,0,212,208,177,154,91,0,842
9:00AM - 9:59AM,117,230,284,246,227,151,160,1415
10:00AM - 10:59AM,103,252,270,280,270,200,101,1476
11:00AM - 11:59AM,121,314,357,297,286,213,112,1700
12:00PM - 12:59PM,130,280,242,261,266,182,119,1480
1:00PM - 1:59PM,144,319,282,403,320,228,127,1823
2:00PM - 2:59PM,130,260,294,331,278,209,161,1663
3:00PM - 3:59PM,159,286,293,314,300,192,130,1674
4:00PM - 4:59PM,137,307,354,363,124,252,134,1671
5:00PM - 5:59PM,159,334,319,340,0,225,105,1482
6:00PM - 6:59PM,143,325,296,296,0,150,53,1263
7:00PM - 7:59PM,109,280,193,198,0,113,71,964
8:00PM - 8:59PM,38,235,165,188,0,33,23,682
9:00PM - 9:59PM,0,144,123,120,0,0,0,387
10:00PM - 10:59PM,0,28,25,23,0,0,0,76
Totals:,1490,4034,3923,4049,2417,2365,1296,19574
"Mon, Mar 3 2025 2:56P",,,,,,,,Page: 1/1
