Usage By Hour And Day,,,,,,,,
Parameters,,,,,,,,
"Sun, Jun 26, 2022 12:00 AM to Sat, Jul 2, 2022 11:59 PM",,,,,,,,
Readers: All Readers,,,,,,,,
"Days of the week: Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",,,,,,,,
Hour,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Total
6:00AM - 6:59AM,0,29,26,23,20,17,0,115
7:00AM - 7:59AM,0,21,22,20,13,17,0,93
8:00AM - 8:59AM,0,17,14,22,9,10,0,72
9:00AM - 9:59AM,0,22,23,27,17,18,0,107
10:00AM - 10:59AM,0,27,31,27,36,34,0,155
11:00AM - 11:59AM,2,58,56,57,44,47,0,264
12:00PM - 12:59PM,53,40,40,45,29,52,77,336
1:00PM - 1:59PM,28,41,39,41,34,47,38,268
2:00PM - 2:59PM,37,66,44,51,41,42,37,318
3:00PM - 3:59PM,41,43,58,59,55,40,56,352
4:00PM - 4:59PM,14,76,78,74,57,50,25,374
5:00PM - 5:59PM,0,104,88,87,73,61,0,413
6:00PM - 6:59PM,0,82,75,88,73,43,0,361
7:00PM - 7:59PM,0,21,18,21,15,18,0,93
Totals:,175,647,612,642,516,496,233,3321
"Wed, Feb 26 2025 4:34P",,,,,,,,Page: 1/1
