Usage By Hour And Day,,,,,,,,
Parameters,,,,,,,,
"Sun, Sep 17, 2017 12:00 AM to Sat, Sep 23, 2017 11:59 PM",,,,,,,,
Readers: All Readers,,,,,,,,
"Days of the week: Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",,,,,,,,
Hour,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Total
5:00AM - 5:59AM,0,0,0,0,1,2,0,3
6:00AM - 6:59AM,0,0,0,0,37,35,0,72
7:00AM - 7:59AM,0,0,0,0,28,53,0,81
8:00AM - 8:59AM,0,0,0,0,52,102,0,154
9:00AM - 9:59AM,0,1,3,0,81,137,0,222
10:00AM - 10:59AM,0,123,199,212,143,256,330,1263
11:00AM - 11:59AM,0,186,142,190,151,305,278,1252
12:00PM - 12:59PM,5,185,169,199,187,286,288,1319
1:00PM - 1:59PM,2,176,148,179,225,177,341,1248
2:00PM - 2:59PM,0,136,122,203,253,226,324,1264
3:00PM - 3:59PM,0,184,210,199,196,302,258,1349
4:00PM - 4:59PM,1,218,285,261,260,220,250,1495
5:00PM - 5:59PM,1,354,346,330,284,197,193,1705
6:00PM - 6:59PM,0,269,258,268,137,254,190,1376
7:00PM - 7:59PM,0,50,59,98,1,190,136,534
8:00PM - 8:59PM,0,0,0,0,2,105,119,226
9:00PM - 9:59PM,0,0,0,0,832,63,60,955
10:00PM - 10:59PM,0,0,0,0,190,35,39,264
11:00PM - 11:59PM,0,0,0,0,19,9,8,36
Totals:,9,1882,1941,2139,3079,2954,2814,14818
"Mon, Feb 17 2025 11:26A",,,,,,,,Page: 1/1
