"date","day","nonmembers","faculty_staff","community_members","alumni","students","pe_staff","student_offterm","other","total","weekend","covid","closed","day_after_closed","finals_week","dead_week"
"2017-09-01","Friday",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"2017-09-02","Saturday",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"2017-09-03","Sunday",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"2017-09-04","Monday",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"2017-09-05","Tuesday",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"2017-09-06","Wednesday",14,0,42,27,628,25,0,0,736,0,0,0,1,0,0
"2017-09-07","Thursday",12,0,38,21,500,14,0,0,585,0,0,0,0,0,0
"2017-09-08","Friday",14,0,33,30,399,17,0,0,493,0,0,0,0,0,0
"2017-09-09","Saturday",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"2017-09-10","Sunday",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"2017-09-11","Monday",9,0,40,34,546,22,0,0,651,0,0,0,1,0,0
"2017-09-12","Tuesday",13,0,35,22,474,17,0,0,561,0,0,0,0,0,0
"2017-09-13","Wednesday",9,0,39,36,477,21,0,0,582,0,0,0,0,0,0
"2017-09-14","Thursday",8,0,34,24,406,19,0,0,491,0,0,0,0,0,0
"2017-09-15","Friday",10,0,25,28,355,10,0,0,428,0,0,0,0,0,0
"2017-09-16","Saturday",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"2017-09-17","Sunday",0,0,0,0,0,6,0,0,6,1,0,1,1,0,0
"2017-09-18","Monday",3,0,34,36,1081,41,0,0,1195,0,0,0,1,0,0
"2017-09-19","Tuesday",5,0,27,28,1222,21,0,0,1303,0,0,0,0,0,0
"2017-09-20","Wednesday",7,0,32,32,1366,17,0,0,1454,0,0,0,0,0,0
"2017-09-21","Thursday",4,0,31,25,2375,14,0,0,2449,0,0,0,0,0,0
"2017-09-22","Friday",16,0,32,22,2252,19,0,0,2341,0,0,0,0,0,0
"2017-09-23","Saturday",2,0,21,13,2358,7,0,0,2401,1,0,0,0,0,0
"2017-09-24","Sunday",2,0,23,12,2087,13,0,0,2137,1,0,0,0,0,0
"2017-09-25","Monday",10,0,53,41,6154,17,0,0,6275,0,0,0,0,0,0
"2017-09-26","Tuesday",13,0,61,45,5333,15,0,0,5467,0,0,0,0,0,0
"2017-09-27","Wednesday",12,0,48,36,4991,15,0,0,5102,0,0,0,0,0,0
"2017-09-28","Thursday",17,0,55,37,4348,8,0,0,4465,0,0,0,0,0,0
"2017-09-29","Friday",15,0,35,35,3064,6,0,0,3155,0,0,0,0,0,0
"2017-09-30","Saturday",9,0,25,17,1378,3,0,0,1432,1,0,0,0,0,0
"2017-10-01","Sunday",4,0,26,27,1913,1,0,0,1971,1,0,0,0,0,0
"2017-10-02","Monday",10,0,45,50,4952,6,0,0,5063,0,0,0,0,0,0
"2017-10-03","Tuesday",13,0,59,37,4416,11,0,1,4537,0,0,0,0,0,0
"2017-10-04","Wednesday",11,0,52,45,4289,11,0,0,4408,0,0,0,0,0,0
"2017-10-05","Thursday",7,0,52,31,3727,7,0,0,3824,0,0,0,0,0,0
"2017-10-06","Friday",13,0,31,38,2526,5,0,0,2613,0,0,0,0,0,0
"2017-10-07","Saturday",3,0,22,22,1034,5,0,0,1086,1,0,0,0,0,0
"2017-10-08","Sunday",3,0,35,19,1534,0,0,0,1591,1,0,0,0,0,0
"2017-10-09","Monday",9,0,64,50,4130,10,0,0,4263,0,0,0,0,0,0
"2017-10-10","Tuesday",15,0,62,36,3733,9,0,0,3855,0,0,0,0,0,0
"2017-10-11","Wednesday",14,0,62,37,3995,15,0,0,4123,0,0,0,0,0,0
"2017-10-12","Thursday",7,0,42,27,3452,8,0,0,3536,0,0,0,0,0,0
"2017-10-13","Friday",15,0,45,41,2292,3,0,1,2397,0,0,0,0,0,0
"2017-10-14","Saturday",5,0,23,18,1413,3,0,0,1462,1,0,0,0,0,0
"2017-10-15","Sunday",2,0,23,31,1610,5,0,0,1671,1,0,0,0,0,0
"2017-10-16","Monday",13,0,59,53,4071,6,0,0,4202,0,0,0,0,0,0
"2017-10-17","Tuesday",17,0,55,35,3770,7,0,0,3884,0,0,0,0,0,0
"2017-10-18","Wednesday",8,0,57,39,3851,6,0,0,3961,0,0,0,0,0,0
"2017-10-19","Thursday",7,0,46,39,3368,11,0,0,3471,0,0,0,0,0,0
"2017-10-20","Friday",16,0,41,46,2361,5,0,0,2469,0,0,0,0,0,0
"2017-10-21","Saturday",4,0,29,29,1467,2,0,0,1531,1,0,0,0,0,0
"2017-10-22","Sunday",10,0,27,24,1594,3,0,0,1658,1,0,0,0,0,0
"2017-10-23","Monday",10,0,48,44,4192,8,0,0,4302,0,0,0,0,0,0
"2017-10-24","Tuesday",7,0,54,28,3768,10,0,0,3867,0,0,0,0,0,0
"2017-10-25","Wednesday",14,0,65,46,3675,6,0,0,3806,0,0,0,0,0,0
"2017-10-26","Thursday",5,0,52,24,3316,9,0,0,3406,0,0,0,0,0,0
"2017-10-27","Friday",12,0,44,35,2067,6,0,1,2165,0,0,0,0,0,0
"2017-10-28","Saturday",1,0,25,22,812,2,0,0,862,1,0,0,0,0,0
"2017-10-29","Sunday",7,0,31,25,1266,2,0,0,1331,1,0,0,0,0,0
"2017-10-30","Monday",10,0,72,40,3708,9,0,2,3841,0,0,0,0,0,0
"2017-10-31","Tuesday",13,0,59,44,3356,6,0,0,3478,0,0,0,0,0,0
"2017-11-01","Wednesday",6,0,53,41,3483,7,0,0,3590,0,0,0,0,0,0
"2017-11-02","Thursday",10,0,62,40,3384,4,0,0,3500,0,0,0,0,0,0
"2017-11-03","Friday",11,0,56,44,2214,2,0,0,2327,0,0,0,0,0,0
"2017-11-04","Saturday",13,0,35,28,1456,2,0,0,1534,1,0,0,0,0,0
"2017-11-05","Sunday",6,0,36,37,1492,1,0,0,1572,1,0,0,0,0,0
"2017-11-06","Monday",9,0,75,56,4062,6,0,1,4209,0,0,0,0,0,0
"2017-11-07","Tuesday",14,0,72,41,3844,7,0,0,3978,0,0,0,0,0,0
"2017-11-08","Wednesday",18,0,68,49,3736,11,0,0,3882,0,0,0,0,0,0
"2017-11-09","Thursday",0,0,59,46,3411,7,0,0,3523,0,0,0,0,0,0
"2017-11-10","Friday",17,0,52,48,2272,5,0,2,2396,0,0,0,0,0,0
"2017-11-11","Saturday",5,0,43,29,1763,2,0,1,1843,1,0,0,0,0,0
"2017-11-12","Sunday",5,0,31,30,1697,3,0,0,1766,1,0,0,0,0,0
"2017-11-13","Monday",8,0,71,48,3911,11,0,0,4049,0,0,0,0,0,0
"2017-11-14","Tuesday",18,0,74,49,3848,8,0,0,3997,0,0,0,0,0,0
"2017-11-15","Wednesday",13,0,65,42,3649,10,0,0,3779,0,0,0,0,0,0
"2017-11-16","Thursday",12,0,58,44,3490,4,0,0,3608,0,0,0,0,0,0
"2017-11-17","Friday",13,0,52,39,2311,0,0,1,2416,0,0,0,0,0,0
"2017-11-18","Saturday",7,0,34,26,1017,2,0,0,1086,1,0,0,0,0,0
"2017-11-19","Sunday",6,0,34,30,1373,1,0,0,1444,1,0,0,0,0,0
"2017-11-20","Monday",15,0,59,50,3538,8,0,0,3670,0,0,0,0,0,0
"2017-11-21","Tuesday",15,0,48,47,2839,7,0,0,2956,0,0,0,0,0,0
"2017-11-22","Wednesday",12,0,37,27,1440,12,0,0,1528,0,0,0,0,0,0
"2017-11-23","Thursday",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2017-11-24","Friday",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"2017-11-25","Saturday",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"2017-11-26","Sunday",9,0,32,26,1166,0,0,0,1233,1,0,0,1,0,0
"2017-11-27","Monday",8,0,66,43,3651,7,0,0,3775,0,0,0,0,0,1
"2017-11-28","Tuesday",10,0,65,55,3342,7,0,0,3479,0,0,0,0,0,1
"2017-11-29","Wednesday",9,0,59,45,3362,10,0,0,3485,0,0,0,0,0,1
"2017-11-30","Thursday",10,0,54,39,3126,10,0,0,3239,0,0,0,0,0,1
"2017-12-01","Friday",13,0,51,38,2208,8,0,0,2318,0,0,0,0,0,1
"2017-12-02","Saturday",9,0,42,31,1473,4,0,0,1559,1,0,0,0,0,1
"2017-12-03","Sunday",3,0,39,40,1641,3,0,0,1726,1,0,0,0,0,1
"2017-12-04","Monday",8,0,76,42,2342,5,0,0,2473,0,0,0,0,1,0
"2017-12-05","Tuesday",10,0,67,48,2068,8,0,0,2201,0,0,0,0,1,0
"2017-12-06","Wednesday",16,0,66,48,1717,4,0,0,1851,0,0,0,0,1,0
"2017-12-07","Thursday",8,0,35,39,1111,6,0,0,1199,0,0,0,0,1,0
"2017-12-08","Friday",11,0,41,50,827,6,0,0,935,0,0,0,0,1,0
"2017-12-09","Saturday",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"2017-12-10","Sunday",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"2017-12-11","Monday",10,0,42,51,673,4,0,0,780,0,0,0,1,0,0
"2017-12-12","Tuesday",9,0,42,38,624,5,0,0,718,0,0,0,0,0,0
"2017-12-13","Wednesday",10,0,48,39,509,5,0,0,611,0,0,0,0,0,0
"2017-12-14","Thursday",13,0,53,31,467,7,0,0,571,0,0,0,0,0,0
"2017-12-15","Friday",10,0,45,39,390,7,0,0,491,0,0,0,0,0,0
"2017-12-16","Saturday",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"2017-12-17","Sunday",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"2017-12-18","Monday",10,0,53,57,461,6,0,0,587,0,0,0,1,0,0
"2017-12-19","Tuesday",9,0,44,47,357,4,0,0,461,0,0,0,0,0,0
"2017-12-20","Wednesday",10,0,42,36,331,6,0,0,425,0,0,0,0,0,0
"2017-12-21","Thursday",7,0,40,27,272,4,0,0,350,0,0,0,0,0,0
"2017-12-22","Friday",16,0,28,33,223,2,0,0,302,0,0,0,0,0,0
"2017-12-23","Saturday",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"2017-12-24","Sunday",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"2017-12-25","Monday",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"2017-12-26","Tuesday",5,0,38,32,195,2,0,0,272,0,0,0,1,0,0
"2017-12-27","Wednesday",16,0,32,29,255,2,0,0,334,0,0,0,0,0,0
"2017-12-28","Thursday",11,0,33,28,248,2,0,0,322,0,0,0,0,0,0
"2017-12-29","Friday",18,0,39,40,254,1,0,0,352,0,0,0,0,0,0
"2017-12-30","Saturday",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"2017-12-31","Sunday",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"2018-01-01","Monday",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"2018-01-02","Tuesday",10,0,45,43,462,7,0,0,567,0,0,0,1,0,0
"2018-01-03","Wednesday",15,0,44,45,482,6,0,0,592,0,0,0,0,0,0
"2018-01-04","Thursday",5,0,42,32,492,5,0,0,576,0,0,0,0,0,0
"2018-01-05","Friday",15,0,43,37,569,7,0,0,671,0,0,0,0,0,0
"2018-01-06","Saturday",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"2018-01-07","Sunday",2,0,13,21,899,1,0,0,936,1,0,0,1,0,0
"2018-01-08","Monday",18,0,49,57,5326,15,0,1,5466,0,0,0,0,0,0
"2018-01-09","Tuesday",9,0,41,57,5226,7,0,0,5340,0,0,0,0,0,0
"2018-01-10","Wednesday",20,0,57,50,5105,14,0,0,5246,0,0,0,0,0,0
"2018-01-11","Thursday",11,0,51,48,4247,14,0,1,4372,0,0,0,0,0,0
"2018-01-12","Friday",18,0,52,45,3044,6,0,1,3166,0,0,0,0,0,0
"2018-01-13","Saturday",4,0,29,27,1696,1,0,0,1757,1,0,0,0,0,0
"2018-01-14","Sunday",9,0,31,28,1915,2,0,0,1985,1,0,0,0,0,0
"2018-01-15","Monday",12,0,50,54,2256,2,0,0,2374,0,0,0,0,0,0
"2018-01-16","Tuesday",13,0,69,62,5126,12,0,0,5282,0,0,0,0,0,0
"2018-01-17","Wednesday",16,0,69,53,5036,13,0,1,5188,0,0,0,0,0,0
"2018-01-18","Thursday",12,0,62,53,4155,10,0,0,4292,0,0,0,0,0,0
"2018-01-19","Friday",27,0,59,50,3294,3,0,0,3433,0,0,0,0,0,0
"2018-01-20","Saturday",3,0,36,31,1827,2,0,1,1900,1,0,0,0,0,0
"2018-01-21","Sunday",1,0,44,40,1803,4,0,0,1892,1,0,0,0,0,0
"2018-01-22","Monday",18,0,67,60,5253,15,0,2,5415,0,0,0,0,0,0
"2018-01-23","Tuesday",15,0,66,48,4817,18,0,0,4964,0,0,0,0,0,0
"2018-01-24","Wednesday",19,0,75,57,4796,14,0,4,4965,0,0,0,0,0,0
"2018-01-25","Thursday",12,0,64,49,4062,15,0,1,4203,0,0,0,0,0,0
"2018-01-26","Friday",14,0,65,50,2946,8,0,2,3085,0,0,0,0,0,0
"2018-01-27","Saturday",10,0,37,32,1688,5,0,0,1772,1,0,0,0,0,0
"2018-01-28","Sunday",6,0,33,36,2191,5,0,0,2271,1,0,0,0,0,0
"2018-01-29","Monday",18,0,66,56,4498,14,0,1,4653,0,0,0,0,0,0
"2018-01-30","Tuesday",12,0,63,53,4492,15,0,0,4635,0,0,0,0,0,0
"2018-01-31","Wednesday",11,0,65,56,4361,16,0,4,4513,0,0,0,0,0,0
"2018-02-01","Thursday",11,0,59,53,4039,16,0,1,4179,0,0,0,0,0,0
"2018-02-02","Friday",11,0,54,38,2540,3,0,1,2647,0,0,0,0,0,0
"2018-02-03","Saturday",2,0,31,26,2063,7,0,0,2129,1,0,0,0,0,0
"2018-02-04","Sunday",3,0,34,33,1272,0,0,0,1342,1,0,0,0,0,0
"2018-02-05","Monday",17,0,67,57,4538,14,0,2,4695,0,0,0,0,0,0
"2018-02-06","Tuesday",11,0,66,47,4542,10,0,0,4676,0,0,0,0,0,0
"2018-02-07","Wednesday",19,0,66,54,4666,15,0,3,4823,0,0,0,0,0,0
"2018-02-08","Thursday",15,0,51,42,3877,12,0,1,3998,0,0,0,0,0,0
"2018-02-09","Friday",16,0,55,55,2533,4,0,1,2664,0,0,0,0,0,0
"2018-02-10","Saturday",4,0,27,37,1710,5,0,0,1783,1,0,0,0,0,0
"2018-02-11","Sunday",6,0,41,42,1992,5,0,0,2086,1,0,0,0,0,0
"2018-02-12","Monday",14,0,74,64,4495,14,0,3,4664,0,0,0,0,0,0
"2018-02-13","Tuesday",16,0,64,59,4277,12,0,0,4428,0,0,0,0,0,0
"2018-02-14","Wednesday",15,0,49,52,3682,14,0,3,3815,0,0,0,0,0,0
"2018-02-15","Thursday",8,0,55,52,3720,11,0,1,3847,0,0,0,0,0,0
"2018-02-16","Friday",15,0,52,50,2378,5,0,1,2501,0,0,0,0,0,0
"2018-02-17","Saturday",5,0,38,36,1523,3,0,0,1605,1,0,0,0,0,0
"2018-02-18","Sunday",9,0,45,32,1878,3,0,0,1967,1,0,0,0,0,0
"2018-02-19","Monday",12,0,63,58,4178,15,0,3,4329,0,0,0,0,0,0
"2018-02-20","Tuesday",7,0,59,52,4250,17,0,1,4386,0,0,0,0,0,0
"2018-02-21","Wednesday",11,0,71,55,4341,15,0,4,4497,0,0,0,0,0,0
"2018-02-22","Thursday",7,0,57,50,3382,14,0,1,3511,0,0,0,0,0,0
"2018-02-23","Friday",12,0,65,52,2485,6,0,1,2621,0,0,0,0,0,0
"2018-02-24","Saturday",5,0,29,31,1822,6,0,0,1893,1,0,0,0,0,0
"2018-02-25","Sunday",12,0,43,37,1991,5,0,0,2088,1,0,0,0,0,0
"2018-02-26","Monday",16,0,79,68,4331,15,0,3,4512,0,0,0,0,0,0
"2018-02-27","Tuesday",9,0,66,59,4361,19,0,1,4515,0,0,0,0,0,0
"2018-02-28","Wednesday",12,0,72,57,4259,13,0,3,4416,0,0,0,0,0,0
"2018-03-01","Thursday",12,0,74,56,3797,17,0,1,3957,0,0,0,0,0,0
"2018-03-02","Friday",9,0,52,47,2528,3,0,1,2640,0,0,0,0,0,0
"2018-03-03","Saturday",7,0,41,28,1538,2,0,0,1616,1,0,0,0,0,0
"2018-03-04","Sunday",8,0,31,34,1823,4,0,0,1900,1,0,0,0,0,0
"2018-03-05","Monday",14,0,64,49,4267,12,0,2,4408,0,0,0,0,0,0
"2018-03-06","Tuesday",8,0,62,44,4191,10,0,1,4316,0,0,0,0,0,0
"2018-03-07","Wednesday",8,0,61,45,4233,10,0,3,4360,0,0,0,0,0,0
"2018-03-08","Thursday",9,0,50,38,3472,13,0,2,3584,0,0,0,0,0,0
"2018-03-09","Friday",13,0,57,44,2492,3,0,1,2610,0,0,0,0,0,0
"2018-03-10","Saturday",6,0,43,29,1619,1,0,0,1698,1,0,0,0,0,0
"2018-03-11","Sunday",4,0,42,24,1601,3,0,0,1674,1,0,0,0,0,0
"2018-03-12","Monday",13,0,48,43,3906,13,0,3,4026,0,0,0,0,0,1
"2018-03-13","Tuesday",15,0,48,49,3542,15,0,1,3670,0,0,0,0,0,1
"2018-03-14","Wednesday",13,0,59,57,3674,13,0,4,3820,0,0,0,0,0,1
"2018-03-15","Thursday",13,0,47,41,3366,16,0,2,3485,0,0,0,0,0,1
"2018-03-16","Friday",15,0,57,47,2351,5,0,1,2476,0,0,0,0,0,1
"2018-03-17","Saturday",5,0,31,32,1447,1,0,0,1516,1,0,0,0,0,1
"2018-03-18","Sunday",4,0,35,31,1353,2,0,0,1425,1,0,0,0,0,1
"2018-03-19","Monday",14,0,54,52,2129,3,0,0,2252,0,0,0,0,1,0
"2018-03-20","Tuesday",16,0,54,40,1865,6,0,0,1981,0,0,0,0,1,0
"2018-03-21","Wednesday",8,0,42,53,1598,3,0,0,1704,0,0,0,0,1,0
"2018-03-22","Thursday",13,0,36,33,985,5,0,0,1072,0,0,0,0,1,0
"2018-03-23","Friday",11,0,34,36,652,3,0,0,736,0,0,0,0,1,0
"2018-03-24","Saturday",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"2018-03-25","Sunday",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"2018-03-26","Monday",13,0,31,39,588,5,0,0,676,0,0,0,1,0,0
"2018-03-27","Tuesday",11,0,21,29,480,6,0,0,547,0,0,0,0,0,0
"2018-03-28","Wednesday",10,0,29,52,539,5,0,0,635,0,0,0,0,0,0
"2018-03-29","Thursday",10,0,23,33,453,2,0,0,521,0,0,0,0,0,0
"2018-03-30","Friday",10,0,25,36,527,12,0,0,610,0,0,0,0,0,0
"2018-03-31","Saturday",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"2018-04-01","Sunday",1,0,10,14,575,0,0,0,600,1,0,0,1,0,0
"2018-04-02","Monday",19,0,43,49,4927,16,0,3,5057,0,0,0,0,0,0
"2018-04-03","Tuesday",14,0,32,44,4841,11,0,0,4942,0,0,0,0,0,0
"2018-04-04","Wednesday",11,0,46,46,4672,14,0,5,4794,0,0,0,0,0,0
"2018-04-05","Thursday",12,0,46,45,4247,15,0,1,4366,0,0,0,0,0,0
"2018-04-06","Friday",22,0,39,58,2796,7,0,2,2924,0,0,0,0,0,0
"2018-04-07","Saturday",11,0,26,26,1678,7,0,0,1748,1,0,0,0,0,0
"2018-04-08","Sunday",10,0,31,40,2203,7,0,0,2291,1,0,0,0,0,0
"2018-04-09","Monday",19,0,57,65,5077,18,0,0,5236,0,0,0,0,0,0
"2018-04-10","Tuesday",15,0,43,57,4765,20,0,2,4902,0,0,0,0,0,0
"2018-04-11","Wednesday",22,0,56,51,4498,15,0,3,4645,0,0,0,0,0,0
"2018-04-12","Thursday",14,0,36,42,3909,15,0,4,4020,0,0,0,0,0,0
"2018-04-13","Friday",24,0,43,39,2750,8,0,1,2865,0,0,0,0,0,0
"2018-04-14","Saturday",5,0,29,26,1538,4,0,0,1602,1,0,0,0,0,0
"2018-04-15","Sunday",8,0,20,28,1583,4,0,0,1643,1,0,0,0,0,0
"2018-04-16","Monday",17,0,48,57,4558,16,0,4,4700,0,0,0,0,0,0
"2018-04-17","Tuesday",24,0,47,54,4193,9,0,2,4329,0,0,0,0,0,0
"2018-04-18","Wednesday",12,0,50,46,4262,15,0,4,4389,0,0,0,0,0,0
"2018-04-19","Thursday",16,0,52,49,3577,13,0,2,3709,0,0,0,0,0,0
"2018-04-20","Friday",20,0,28,39,2177,4,0,1,2269,0,0,0,0,0,0
"2018-04-21","Saturday",10,0,23,23,996,2,0,0,1054,1,0,0,0,0,0
"2018-04-22","Sunday",1,0,21,32,1434,0,0,0,1488,1,0,0,0,0,0
"2018-04-23","Monday",10,0,43,55,4248,16,0,1,4373,0,0,0,0,0,0
"2018-04-24","Tuesday",13,0,39,49,3931,9,0,0,4041,0,0,0,0,0,0
"2018-04-25","Wednesday",13,0,46,45,3821,16,0,2,3943,0,0,0,0,0,0
"2018-04-26","Thursday",12,0,34,44,3443,10,0,1,3544,0,0,0,0,0,0
"2018-04-27","Friday",9,0,32,33,2212,6,0,1,2293,0,0,0,0,0,0
"2018-04-28","Saturday",8,0,24,35,1456,3,0,0,1526,1,0,0,0,0,0
"2018-04-29","Sunday",6,0,31,26,1542,1,0,0,1606,1,0,0,0,0,0
"2018-04-30","Monday",14,0,43,59,4233,17,0,1,4367,0,0,0,0,0,0
"2018-05-01","Tuesday",14,0,44,45,3693,10,0,0,3806,0,0,0,0,0,0
"2018-05-02","Wednesday",18,0,43,47,3874,12,0,2,3996,0,0,0,0,0,0
"2018-05-03","Thursday",12,0,44,30,3525,14,0,1,3626,0,0,0,0,0,0
"2018-05-04","Friday",20,0,43,50,2212,8,0,2,2335,0,0,0,0,0,0
"2018-05-05","Saturday",3,0,25,27,1089,1,0,1,1146,1,0,0,0,0,0
"2018-05-06","Sunday",7,0,30,21,1452,4,0,0,1514,1,0,0,0,0,0
"2018-05-07","Monday",11,0,45,65,4020,17,0,0,4158,0,0,0,0,0,0
"2018-05-08","Tuesday",9,0,57,53,3872,7,0,0,3998,0,0,0,0,0,0
"2018-05-09","Wednesday",10,0,52,56,3912,11,0,1,4042,0,0,0,0,0,0
"2018-05-10","Thursday",7,0,51,52,3520,11,0,1,3642,0,0,0,0,0,0
"2018-05-11","Friday",11,0,38,41,2155,4,0,1,2250,0,0,0,0,0,0
"2018-05-12","Saturday",7,0,24,24,1332,3,0,0,1390,1,0,0,0,0,0
"2018-05-13","Sunday",1,0,16,20,1227,2,0,0,1266,1,0,0,0,0,0
"2018-05-14","Monday",10,0,50,51,3936,15,0,1,4063,0,0,0,0,0,0
"2018-05-15","Tuesday",12,0,50,61,3735,13,0,0,3871,0,0,0,0,0,0
"2018-05-16","Wednesday",9,0,43,45,3685,17,0,1,3800,0,0,0,0,0,0
"2018-05-17","Thursday",8,0,39,60,3104,8,0,0,3219,0,0,0,0,0,0
"2018-05-18","Friday",9,0,40,28,1913,5,0,1,1996,0,0,0,0,0,0
"2018-05-19","Saturday",3,0,27,22,1086,1,0,0,1139,1,0,0,0,0,0
"2018-05-20","Sunday",3,0,21,25,1303,2,0,0,1354,1,0,0,0,0,0
"2018-05-21","Monday",12,0,49,59,3942,12,0,0,4074,0,0,0,0,0,0
"2018-05-22","Tuesday",9,0,43,43,3526,12,0,0,3633,0,0,0,0,0,0
"2018-05-23","Wednesday",10,0,46,35,3495,14,0,2,3602,0,0,0,0,0,0
"2018-05-24","Thursday",4,0,42,42,3072,6,0,0,3166,0,0,0,0,0,0
"2018-05-25","Friday",9,0,32,32,1869,3,0,3,1948,0,0,0,0,0,0
"2018-05-26","Saturday",2,0,23,17,1038,2,0,0,1082,1,0,0,0,0,0
"2018-05-27","Sunday",3,0,21,17,970,2,0,0,1013,1,0,0,0,0,0
"2018-05-28","Monday",9,0,23,28,946,3,0,0,1009,0,0,0,0,0,0
"2018-05-29","Tuesday",7,0,42,35,3344,14,0,0,3442,0,0,0,0,0,0
"2018-05-30","Wednesday",5,0,51,49,3666,13,0,1,3785,0,0,0,0,0,0
"2018-05-31","Thursday",11,0,44,32,3051,10,0,1,3149,0,0,0,0,0,0
"2018-06-01","Friday",14,0,29,40,2079,4,0,1,2167,0,0,0,0,0,0
"2018-06-02","Saturday",4,0,30,27,1170,0,0,0,1231,1,0,0,0,0,0
"2018-06-03","Sunday",7,0,21,29,1440,2,0,0,1499,1,0,0,0,0,0
"2018-06-04","Monday",8,0,47,52,3485,12,0,0,3604,0,0,0,0,0,1
"2018-06-05","Tuesday",5,0,49,42,3262,10,0,0,3368,0,0,0,0,0,1
"2018-06-06","Wednesday",10,0,40,36,3208,12,0,0,3306,0,0,0,0,0,1
"2018-06-07","Thursday",10,0,45,44,2949,7,0,0,3055,0,0,0,0,0,1
"2018-06-08","Friday",13,0,28,30,1662,6,0,1,1740,0,0,0,0,0,1
"2018-06-09","Saturday",7,0,22,23,1136,3,0,0,1191,1,0,0,0,0,1
"2018-06-10","Sunday",6,0,17,20,1041,1,0,0,1085,1,0,0,0,0,1
"2018-06-11","Monday",18,0,46,54,1637,4,0,0,1759,0,0,0,0,1,0
"2018-06-12","Tuesday",12,0,35,39,1518,6,0,0,1610,0,0,0,0,1,0
"2018-06-13","Wednesday",16,0,29,43,1313,7,0,0,1408,0,0,0,0,1,0
"2018-06-14","Thursday",12,0,28,22,816,3,0,0,881,0,0,0,0,1,0
"2018-06-15","Friday",5,0,26,22,609,3,0,0,665,0,0,0,0,1,0
"2018-06-16","Saturday",4,0,11,17,347,0,0,0,379,1,0,0,0,0,0
"2018-06-17","Sunday",2,0,16,16,277,1,0,0,312,1,0,0,0,0,0
"2018-06-18","Monday",8,0,29,26,314,1,0,0,378,0,0,0,0,0,0
"2018-06-19","Tuesday",11,0,30,37,484,5,0,0,567,0,0,0,0,0,0
"2018-06-20","Wednesday",12,0,36,29,473,6,0,0,556,0,0,0,0,0,0
"2018-06-21","Thursday",11,0,22,17,432,4,0,0,486,0,0,0,0,0,0
"2018-06-22","Friday",12,0,36,31,414,4,0,0,497,0,0,0,0,0,0
"2018-06-23","Saturday",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"2018-06-24","Sunday",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"2018-06-25","Monday",21,0,20,21,746,33,0,0,841,0,0,0,1,0,0
"2018-06-26","Tuesday",19,0,29,34,787,21,0,0,890,0,0,0,0,0,0
"2018-06-27","Wednesday",13,0,29,23,725,19,0,0,809,0,0,0,0,0,0
"2018-06-28","Thursday",16,0,25,29,682,30,0,0,782,0,0,0,0,0,0
"2018-06-29","Friday",21,0,30,26,585,23,0,0,685,0,0,0,0,0,0
"2018-06-30","Saturday",9,0,19,7,237,8,0,2,282,1,0,0,0,0,0
"2018-07-01","Sunday",4,0,7,11,262,5,0,0,289,1,0,0,0,0,0
"2018-07-02","Monday",22,0,34,32,702,24,0,0,814,0,0,0,0,0,0
"2018-07-03","Tuesday",17,0,45,29,718,30,0,0,839,0,0,0,0,0,0
"2018-07-04","Wednesday",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2018-07-05","Thursday",23,0,30,31,612,30,0,0,726,0,0,0,1,0,0
"2018-07-06","Friday",13,0,33,32,583,16,0,0,677,0,0,0,0,0,0
"2018-07-07","Saturday",7,0,19,18,271,7,0,2,324,1,0,0,0,0,0
"2018-07-08","Sunday",5,0,13,10,270,14,0,0,312,1,0,0,0,0,0
"2018-07-09","Monday",22,0,41,30,757,32,0,0,882,0,0,0,0,0,0
"2018-07-10","Tuesday",23,0,43,30,755,16,0,0,867,0,0,0,0,0,0
