"date","day","nonmembers","faculty_staff","community_members","alumni","students","pe_staff","student_offterm","other","total","weekend","covid","closed","day_after_closed","finals_week","dead_week"
"2022-09-03","Saturday",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"2022-09-04","Sunday",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"2022-09-05","Monday",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"2022-09-06","Tuesday",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"2022-09-07","Wednesday",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"2022-09-08","Thursday",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"2022-09-09","Friday",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"2022-09-10","Saturday",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"2022-09-11","Sunday",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"2022-09-12","Monday",14,49,15,16,719,2,41,15,871,0,0,0,1,0,0
"2022-09-13","Tuesday",12,34,12,12,717,2,25,10,824,0,0,0,0,0,0
"2022-09-14","Wednesday",8,55,16,19,705,2,34,6,845,0,0,0,0,0,0
"2022-09-15","Thursday",8,33,17,10,655,1,22,9,755,0,0,0,0,0,0
"2022-09-16","Friday",10,37,18,20,784,2,20,12,903,0,0,0,0,0,0
"2022-09-17","Saturday",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"2022-09-18","Sunday",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"2022-09-19","Monday",17,52,23,23,1468,6,3,11,1603,0,0,0,1,0,0
"2022-09-20","Tuesday",11,45,16,14,1535,6,7,8,1642,0,0,0,0,0,0
"2022-09-21","Wednesday",18,48,19,22,1582,5,5,12,1711,0,0,0,0,0,0
"2022-09-22","Thursday",4,50,15,14,1819,4,7,13,1926,0,0,0,0,0,0
"2022-09-23","Friday",14,40,23,18,2064,1,7,8,2175,0,0,0,0,0,0
"2022-09-24","Saturday",3,11,17,10,1553,0,4,4,1602,1,0,0,0,0,0
"2022-09-25","Sunday",8,24,15,12,1876,1,6,8,1950,1,0,0,0,0,0
"2022-09-26","Monday",23,84,24,25,3950,4,9,12,4131,0,0,0,0,0,0
"2022-09-27","Tuesday",15,90,38,20,5301,2,17,15,5498,0,0,0,0,0,0
"2022-09-28","Wednesday",18,71,27,25,4841,5,8,15,5010,0,0,0,0,0,0
"2022-09-29","Thursday",12,81,20,20,4239,4,8,11,4395,0,0,0,0,0,0
"2022-09-30","Friday",11,64,26,19,3004,6,6,17,3153,0,0,0,0,0,0
"2022-10-01","Saturday",12,23,19,13,1580,0,8,6,1661,1,0,0,0,0,0
"2022-10-02","Sunday",7,25,17,14,1682,0,5,6,1756,1,0,0,0,0,0
"2022-10-03","Monday",13,76,29,37,4700,1,10,24,4890,0,0,0,0,0,0
"2022-10-04","Tuesday",8,90,30,23,4549,2,8,15,4725,0,0,0,0,0,0
"2022-10-05","Wednesday",16,80,40,26,4111,3,10,25,4311,0,0,0,0,0,0
"2022-10-06","Thursday",10,89,38,27,3710,4,7,19,3904,0,0,0,0,0,0
"2022-10-07","Friday",12,60,35,27,2571,0,6,20,2731,0,0,0,0,0,0
"2022-10-08","Saturday",4,20,24,14,1473,0,3,9,1547,1,0,0,0,0,0
"2022-10-09","Sunday",14,27,22,19,1420,3,6,9,1520,1,0,0,0,0,0
"2022-10-10","Monday",13,87,37,28,4185,3,8,24,4385,0,0,0,0,0,0
"2022-10-11","Tuesday",13,89,36,31,3950,4,11,19,4153,0,0,0,0,0,0
"2022-10-12","Wednesday",20,75,38,23,3834,4,9,27,4030,0,0,0,0,0,0
"2022-10-13","Thursday",10,84,34,23,3574,2,9,21,3757,0,0,0,0,0,0
"2022-10-14","Friday",15,58,26,26,2399,1,6,16,2547,0,0,0,0,0,0
"2022-10-15","Saturday",6,29,21,15,1477,0,3,10,1561,1,0,0,0,0,0
"2022-10-16","Sunday",8,24,19,19,1321,0,6,8,1405,1,0,0,0,0,0
"2022-10-17","Monday",19,88,34,37,4047,0,11,24,4260,0,0,0,0,0,0
"2022-10-18","Tuesday",14,100,35,28,4013,1,8,15,4214,0,0,0,0,0,0
"2022-10-19","Wednesday",10,73,39,36,3961,2,13,27,4161,0,0,0,0,0,0
"2022-10-20","Thursday",14,92,44,21,3649,3,13,19,3855,0,0,0,0,0,0
"2022-10-21","Friday",22,58,29,28,2126,2,5,12,2282,0,0,0,0,0,0
"2022-10-22","Saturday",5,24,17,8,605,0,4,11,674,1,0,0,0,0,0
"2022-10-23","Sunday",7,29,16,18,1456,1,4,13,1544,1,0,0,0,0,0
"2022-10-24","Monday",16,84,37,30,4008,1,6,19,4201,0,0,0,0,0,0
"2022-10-25","Tuesday",11,94,43,25,3965,3,12,16,4169,0,0,0,0,0,0
"2022-10-26","Wednesday",18,76,39,26,3679,5,14,23,3880,0,0,0,0,0,0
"2022-10-27","Thursday",13,81,32,21,3104,2,9,19,3281,0,0,0,0,0,0
"2022-10-28","Friday",23,57,41,27,2017,6,4,13,2188,0,0,0,0,0,0
"2022-10-29","Saturday",7,24,25,14,1261,0,5,8,1344,1,0,0,0,0,0
"2022-10-30","Sunday",6,31,17,21,1232,0,6,7,1320,1,0,0,0,0,0
"2022-10-31","Monday",17,75,39,33,3311,1,8,12,3496,0,0,0,0,0,0
"2022-11-01","Tuesday",12,86,40,28,3688,3,13,20,3890,0,0,0,0,0,0
"2022-11-02","Wednesday",19,75,42,29,3790,1,11,24,3991,0,0,0,0,0,0
"2022-11-03","Thursday",11,79,32,27,3393,3,12,22,3579,0,0,0,0,0,0
"2022-11-04","Friday",18,66,27,27,2309,3,7,16,2473,0,0,0,0,0,0
"2022-11-05","Saturday",10,25,24,15,1414,3,5,11,1507,1,0,0,0,0,0
"2022-11-06","Sunday",19,33,20,17,1554,0,7,15,1665,1,0,0,0,0,0
"2022-11-07","Monday",15,89,39,37,4003,4,9,19,4215,0,0,0,0,0,0
"2022-11-08","Tuesday",11,98,38,33,4145,2,8,24,4359,0,0,0,0,0,0
"2022-11-09","Wednesday",14,78,36,27,3921,3,10,24,4113,0,0,0,0,0,0
"2022-11-10","Thursday",7,96,38,30,3511,3,9,28,3722,0,0,0,0,0,0
"2022-11-11","Friday",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2022-11-12","Saturday",13,37,24,29,1007,1,1,14,1126,1,0,0,1,0,0
"2022-11-13","Sunday",5,28,27,23,1522,0,5,9,1619,1,0,0,0,0,0
"2022-11-14","Monday",12,81,38,30,3913,2,7,17,4100,0,0,0,0,0,0
"2022-11-15","Tuesday",11,101,44,22,3850,2,9,18,4057,0,0,0,0,0,0
"2022-11-16","Wednesday",12,83,35,34,3759,3,11,14,3951,0,0,0,0,0,0
"2022-11-17","Thursday",5,79,38,27,3186,2,8,18,3363,0,0,0,0,0,0
"2022-11-18","Friday",24,62,36,26,2151,2,6,19,2326,0,0,0,0,0,0
"2022-11-19","Saturday",6,40,22,14,1128,3,4,7,1224,1,0,0,0,0,0
"2022-11-20","Sunday",16,41,24,14,1223,0,3,8,1329,1,0,0,0,0,0
"2022-11-21","Monday",21,88,32,27,2962,2,6,18,3156,0,0,0,0,0,0
"2022-11-22","Tuesday",22,96,40,23,2448,4,6,16,2655,0,0,0,0,0,0
"2022-11-23","Wednesday",18,71,16,27,1212,3,3,9,1359,0,0,0,0,0,0
"2022-11-24","Thursday",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2022-11-25","Friday",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"2022-11-26","Saturday",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"2022-11-27","Sunday",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"2022-11-28","Monday",21,101,35,33,3410,1,6,22,3629,0,0,0,1,0,1
"2022-11-29","Tuesday",12,91,39,32,3552,3,6,17,3752,0,0,0,0,0,1
"2022-11-30","Wednesday",22,67,36,30,3460,4,8,17,3644,0,0,0,0,0,1
"2022-12-01","Thursday",10,73,38,18,2918,2,7,17,3083,0,0,0,0,0,1
"2022-12-02","Friday",24,64,30,27,2101,3,4,16,2269,0,0,0,0,0,1
"2022-12-03","Saturday",11,35,20,20,1569,1,4,7,1667,1,0,0,0,0,1
"2022-12-04","Sunday",15,34,21,11,1456,0,3,5,1545,1,0,0,0,0,1
"2022-12-05","Monday",22,77,32,26,2218,2,6,10,2393,0,0,0,0,1,0
"2022-12-06","Tuesday",13,86,33,19,2055,2,6,15,2229,0,0,0,0,1,0
"2022-12-07","Wednesday",15,65,33,21,1826,3,10,9,1982,0,0,0,0,1,0
"2022-12-08","Thursday",15,62,33,25,1429,3,6,14,1587,0,0,0,0,1,0
"2022-12-09","Friday",18,59,25,25,910,2,6,11,1056,0,0,0,0,1,0
"2022-12-10","Saturday",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"2022-12-11","Sunday",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"2022-12-12","Monday",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"2022-12-13","Tuesday",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"2022-12-14","Wednesday",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"2022-12-15","Thursday",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"2022-12-16","Friday",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"2022-12-17","Saturday",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"2022-12-18","Sunday",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"2022-12-19","Monday",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"2022-12-20","Tuesday",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"2022-12-21","Wednesday",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"2022-12-22","Thursday",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"2022-12-23","Friday",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"2022-12-24","Saturday",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"2022-12-25","Sunday",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"2022-12-26","Monday",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"2022-12-27","Tuesday",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"2022-12-28","Wednesday",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"2022-12-29","Thursday",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"2022-12-30","Friday",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"2022-12-31","Saturday",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"2023-01-01","Sunday",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"2023-01-02","Monday",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"2023-01-03","Tuesday",7,49,19,17,270,3,0,9,374,0,0,0,1,0,0
"2023-01-04","Wednesday",7,54,13,25,402,1,0,7,509,0,0,0,0,0,0
"2023-01-05","Thursday",12,59,19,21,504,1,1,7,624,0,0,0,0,0,0
"2023-01-06","Friday",9,57,17,23,646,2,0,12,766,0,0,0,0,0,0
"2023-01-07","Saturday",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"2023-01-08","Sunday",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"2023-01-09","Monday",11,108,34,39,5264,3,2,22,5483,0,0,0,1,0,0
"2023-01-10","Tuesday",14,97,46,36,5510,2,4,17,5726,0,0,0,0,0,0
"2023-01-11","Wednesday",12,99,43,44,5125,2,4,20,5349,0,0,0,0,0,0
"2023-01-12","Thursday",8,100,43,22,4538,1,6,16,4734,0,0,0,0,0,0
"2023-01-13","Friday",21,83,29,30,3215,2,8,15,3403,0,0,0,0,0,0
"2023-01-14","Saturday",10,42,25,24,1902,3,3,12,2021,1,0,0,0,0,0
"2023-01-15","Sunday",11,45,19,18,2027,0,4,10,2134,1,0,0,0,0,0
"2023-01-16","Monday",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2023-01-17","Tuesday",13,118,48,35,5570,3,5,27,5819,0,0,0,1,0,0
"2023-01-18","Wednesday",7,93,47,47,5277,2,13,19,5505,0,0,0,0,0,0
"2023-01-19","Thursday",14,122,56,32,4749,4,20,22,5019,0,0,0,0,0,0
"2023-01-20","Friday",18,74,38,22,3019,2,17,11,3201,0,0,0,0,0,0
"2023-01-21","Saturday",6,47,25,20,2006,2,8,9,2123,1,0,0,0,0,0
"2023-01-22","Sunday",18,43,18,12,1796,2,9,12,1910,1,0,0,0,0,0
"2023-01-23","Monday",11,123,44,46,5084,3,25,22,5358,0,0,0,0,0,0
"2023-01-24","Tuesday",12,103,47,43,5190,3,26,27,5451,0,0,0,0,0,0
"2023-01-25","Wednesday",22,85,44,47,4755,5,26,28,5012,0,0,0,0,0,0
"2023-01-26","Thursday",9,113,47,35,4426,2,25,25,4682,0,0,0,0,0,0
"2023-01-27","Friday",13,67,34,32,2978,3,20,19,3166,0,0,0,0,0,0
"2023-01-28","Saturday",18,38,36,24,1874,0,16,8,2014,1,0,0,0,0,0
"2023-01-29","Sunday",18,37,22,12,2009,0,10,11,2119,1,0,0,0,0,0
"2023-01-30","Monday",15,98,41,34,4818,2,25,24,5057,0,0,0,0,0,0
"2023-01-31","Tuesday",19,108,33,37,4955,2,20,25,5199,0,0,0,0,0,0
"2023-02-01","Wednesday",14,78,40,34,4834,0,18,18,5036,0,0,0,0,0,0
"2023-02-02","Thursday",14,98,40,37,4395,3,19,22,4628,0,0,0,0,0,0
"2023-02-03","Friday",16,68,30,33,3013,5,19,13,3197,0,0,0,0,0,0
"2023-02-04","Saturday",17,45,21,20,2024,2,14,9,2152,1,0,0,0,0,0
"2023-02-05","Sunday",18,38,23,22,2216,1,12,8,2338,1,0,0,0,0,0
"2023-02-06","Monday",17,102,39,37,4986,4,31,31,5247,0,0,0,0,0,0
"2023-02-07","Tuesday",20,104,48,37,4986,3,31,24,5253,0,0,0,0,0,0
"2023-02-08","Wednesday",20,112,42,39,4840,3,19,25,5100,0,0,0,0,0,0
"2023-02-09","Thursday",11,93,42,24,4040,3,26,25,4264,0,0,0,0,0,0
"2023-02-10","Friday",16,82,36,33,2665,5,16,18,2871,0,0,0,0,0,0
"2023-02-11","Saturday",8,28,21,22,1889,4,11,11,1994,1,0,0,0,0,0
"2023-02-12","Sunday",10,25,16,17,1231,0,7,10,1316,1,0,0,0,0,0
"2023-02-13","Monday",19,91,39,44,4485,3,24,29,4734,0,0,0,0,0,0
"2023-02-14","Tuesday",12,76,37,28,4265,1,22,24,4465,0,0,0,0,0,0
"2023-02-15","Wednesday",21,93,45,50,4717,6,25,32,4989,0,0,0,0,0,0
"2023-02-16","Thursday",10,102,42,35,4331,4,32,26,4582,0,0,0,0,0,0
"2023-02-17","Friday",8,75,38,37,2603,5,21,13,2800,0,0,0,0,0,0
"2023-02-18","Saturday",11,42,28,25,1644,2,12,22,1786,1,0,0,0,0,0
"2023-02-19","Sunday",12,33,24,23,1858,2,15,8,1975,1,0,0,0,0,0
"2023-02-20","Monday",20,79,47,45,4381,4,27,19,4622,0,0,0,0,0,0
"2023-02-21","Tuesday",12,107,43,37,4859,6,32,30,5126,0,0,0,0,0,0
"2023-02-22","Wednesday",21,83,53,49,4682,3,22,28,4941,0,0,0,0,0,0
"2023-02-23","Thursday",12,86,39,36,4175,5,28,22,4403,0,0,0,0,0,0
"2023-02-24","Friday",17,61,34,36,2855,7,16,14,3040,0,0,0,0,0,0
"2023-02-25","Saturday",12,34,29,24,1575,0,12,14,1700,1,0,0,0,0,0
"2023-02-26","Sunday",11,44,22,27,2045,1,15,9,2174,1,0,0,0,0,0
"2023-02-27","Monday",16,80,38,49,4599,3,32,24,4841,0,0,0,0,0,0
"2023-02-28","Tuesday",26,90,34,38,4812,3,30,26,5059,0,0,0,0,0,0
"2023-03-01","Wednesday",15,97,43,47,4628,4,25,24,4883,0,0,0,0,0,0
"2023-03-02","Thursday",15,93,36,27,4290,3,26,21,4511,0,0,0,0,0,0
"2023-03-03","Friday",10,72,32,40,2863,2,14,13,3046,0,0,0,0,0,0
"2023-03-04","Saturday",14,36,23,30,1732,0,14,21,1870,1,0,0,0,0,0
"2023-03-05","Sunday",16,39,20,29,2018,2,8,14,2146,1,0,0,0,0,0
"2023-03-06","Monday",13,100,34,48,4792,4,26,31,5048,0,0,0,0,0,0
"2023-03-07","Tuesday",15,95,40,40,4713,4,32,25,4964,0,0,0,0,0,0
"2023-03-08","Wednesday",16,75,43,54,4519,4,22,21,4754,0,0,0,0,0,0
"2023-03-09","Thursday",14,87,28,31,4359,5,24,18,4566,0,0,0,0,0,0
"2023-03-10","Friday",19,69,36,33,2818,4,16,17,3012,0,0,0,0,0,0
"2023-03-11","Saturday",8,32,24,28,1557,2,13,9,1673,1,0,0,0,0,0
"2023-03-12","Sunday",16,43,19,26,1880,2,13,9,2008,1,0,0,0,0,0
"2023-03-13","Monday",20,79,39,40,4220,3,31,30,4462,0,0,0,0,0,1
"2023-03-14","Tuesday",13,94,52,34,4227,4,22,24,4470,0,0,0,0,0,1
"2023-03-15","Wednesday",15,84,47,40,4130,5,21,19,4361,0,0,0,0,0,1
"2023-03-16","Thursday",13,78,31,37,3712,2,21,19,3913,0,0,0,0,0,1
"2023-03-17","Friday",17,62,40,30,2069,6,15,12,2251,0,0,0,0,0,1
"2023-03-18","Saturday",9,32,23,19,1373,1,13,8,1478,1,0,0,0,0,1
"2023-03-19","Sunday",21,32,26,20,1425,1,9,9,1543,1,0,0,0,0,1
"2023-03-20","Monday",16,88,43,39,2408,4,20,21,2639,0,0,0,0,1,0
"2023-03-21","Tuesday",12,80,45,31,2142,1,14,16,2341,0,0,0,0,1,0
"2023-03-22","Wednesday",13,70,48,39,1745,2,16,15,1948,0,0,0,0,1,0
"2023-03-23","Thursday",25,70,32,36,1346,2,15,15,1541,0,0,0,0,1,0
"2023-03-24","Friday",13,76,24,31,880,3,10,13,1050,0,0,0,0,1,0
"2023-03-25","Saturday",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"2023-03-26","Sunday",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"2023-03-27","Monday",10,56,15,15,471,2,8,10,587,0,0,0,1,0,0
"2023-03-28","Tuesday",9,45,10,18,434,0,8,5,529,0,0,0,0,0,0
"2023-03-29","Wednesday",11,49,13,15,390,2,8,7,495,0,0,0,0,0,0
"2023-03-30","Thursday",10,33,8,17,387,0,11,2,468,0,0,0,0,0,0
"2023-03-31","Friday",17,52,16,21,473,2,9,4,594,0,0,0,0,0,0
"2023-04-01","Saturday",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"2023-04-02","Sunday",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"2023-04-03","Monday",21,90,28,39,4824,6,14,21,5043,0,0,0,1,0,0
"2023-04-04","Tuesday",21,86,37,34,5243,6,34,19,5480,0,0,0,0,0,0
"2023-04-05","Wednesday",21,79,48,47,4867,6,35,22,5125,0,0,0,0,0,0
"2023-04-06","Thursday",16,79,43,31,4581,1,37,16,4804,0,0,0,0,0,0
"2023-04-07","Friday",17,68,34,35,3170,0,31,16,3371,0,0,0,0,0,0
"2023-04-08","Saturday",17,47,26,27,1748,3,12,13,1893,1,0,0,0,0,0
"2023-04-09","Sunday",13,37,19,26,1627,2,15,6,1745,1,0,0,0,0,0
"2023-04-10","Monday",17,97,43,39,4957,5,42,27,5227,0,0,0,0,0,0
"2023-04-11","Tuesday",7,96,47,46,5212,2,55,33,5498,0,0,0,0,0,0
"2023-04-12","Wednesday",23,86,46,47,4854,5,55,24,5140,0,0,0,0,0,0
"2023-04-13","Thursday",13,82,48,31,4343,3,46,20,4586,0,0,0,0,0,0
"2023-04-14","Friday",20,56,27,35,2630,3,39,12,2822,0,0,0,0,0,0
"2023-04-15","Saturday",10,32,28,29,1486,1,18,14,1618,1,0,0,0,0,0
"2023-04-16","Sunday",17,41,26,29,1660,0,20,13,1806,1,0,0,0,0,0
"2023-04-17","Monday",22,101,41,52,4538,4,51,26,4835,0,0,0,0,0,0
"2023-04-18","Tuesday",17,91,49,45,4801,3,62,29,5097,0,0,0,0,0,0
"2023-04-19","Wednesday",27,93,52,50,4424,4,54,30,4734,0,0,0,0,0,0
"2023-04-20","Thursday",19,99,42,30,3684,3,43,16,3936,0,0,0,0,0,0
"2023-04-21","Friday",20,62,33,42,2866,3,42,24,3092,0,0,0,0,0,0
"2023-04-22","Saturday",10,29,34,22,1556,2,24,13,1690,1,0,0,0,0,0
"2023-04-23","Sunday",17,38,30,25,1633,2,23,14,1782,1,0,0,0,0,0
"2023-04-24","Monday",20,112,44,47,4538,8,58,35,4862,0,0,0,0,0,0
"2023-04-25","Tuesday",15,101,45,37,4568,4,47,21,4838,0,0,0,0,0,0
"2023-04-26","Wednesday",19,78,36,45,4008,3,55,22,4266,0,0,0,0,0,0
"2023-04-27","Thursday",14,90,38,38,3586,3,44,19,3832,0,0,0,0,0,0
"2023-04-28","Friday",11,67,28,29,1941,3,26,21,2126,0,0,0,0,0,0
"2023-04-29","Saturday",8,32,10,23,793,1,9,9,885,1,0,0,0,0,0
"2023-04-30","Sunday",13,20,21,26,1516,0,18,7,1621,1,0,0,0,0,0
"2023-05-01","Monday",9,87,44,39,4419,4,53,25,4680,0,0,0,0,0,0
"2023-05-02","Tuesday",16,101,42,41,4708,3,57,26,4994,0,0,0,0,0,0
"2023-05-03","Wednesday",18,98,38,38,4348,2,53,22,4617,0,0,0,0,0,0
"2023-05-04","Thursday",15,95,46,48,4020,6,40,20,4290,0,0,0,0,0,0
"2023-05-05","Friday",20,67,37,34,2741,5,31,17,2952,0,0,0,0,0,0
"2023-05-06","Saturday",13,38,25,26,1651,1,21,13,1788,1,0,0,0,0,0
"2023-05-07","Sunday",13,31,21,32,1500,1,16,19,1633,1,0,0,0,0,0
"2023-05-08","Monday",17,100,46,51,4135,7,46,24,4426,0,0,0,0,0,0
"2023-05-09","Tuesday",16,101,50,39,4687,5,55,21,4974,0,0,0,0,0,0
"2023-05-10","Wednesday",11,100,55,51,4013,7,45,26,4308,0,0,0,0,0,0
"2023-05-11","Thursday",19,93,40,29,3722,3,39,22,3967,0,0,0,0,0,0
"2023-05-12","Friday",16,75,31,36,2111,3,34,14,2320,0,0,0,0,0,0
"2023-05-13","Saturday",12,37,26,20,1050,1,9,15,1170,1,0,0,0,0,0
"2023-05-14","Sunday",13,29,15,16,1004,1,13,11,1102,1,0,0,0,0,0
"2023-05-15","Monday",17,107,38,39,4132,3,44,28,4408,0,0,0,0,0,0
"2023-05-16","Tuesday",23,95,41,44,4399,6,48,25,4681,0,0,0,0,0,0
"2023-05-17","Wednesday",24,88,47,47,3951,8,57,23,4245,0,0,0,0,0,0
"2023-05-18","Thursday",19,76,30,29,3709,3,43,12,3921,0,0,0,0,0,0
"2023-05-19","Friday",16,67,31,32,2220,3,32,12,2413,0,0,0,0,0,0
"2023-05-20","Saturday",13,17,18,21,1408,1,16,6,1500,1,0,0,0,0,0
"2023-05-21","Sunday",18,24,16,24,1415,1,19,12,1529,1,0,0,0,0,0
"2023-05-22","Monday",16,77,36,40,4171,3,49,26,4418,0,0,0,0,0,0
"2023-05-23","Tuesday",17,91,49,33,4291,4,47,19,4551,0,0,0,0,0,0
"2023-05-24","Wednesday",20,92,33,38,3913,3,53,24,4176,0,0,0,0,0,0
"2023-05-25","Thursday",19,74,32,25,3257,4,31,17,3459,0,0,0,0,0,0
"2023-05-26","Friday",17,70,29,30,1957,2,23,12,2140,0,0,0,0,0,0
"2023-05-27","Saturday",6,33,24,13,1175,0,13,10,1274,1,0,0,0,0,0
"2023-05-28","Sunday",12,30,25,17,1290,2,14,11,1401,1,0,0,0,0,0
"2023-05-29","Monday",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2023-05-30","Tuesday",21,79,41,35,4061,3,57,22,4319,0,0,0,1,0,0
"2023-05-31","Wednesday",27,84,38,39,3895,3,54,22,4162,0,0,0,0,0,0
"2023-06-01","Thursday",15,76,39,25,3383,4,37,18,3597,0,0,0,0,0,0
"2023-06-02","Friday",17,70,30,32,2299,1,35,18,2502,0,0,0,0,0,0
"2023-06-03","Saturday",14,37,19,12,1350,2,20,13,1467,1,0,0,0,0,0
"2023-06-04","Sunday",9,27,16,21,1358,1,14,10,1456,1,0,0,0,0,0
"2023-06-05","Monday",23,88,38,39,3680,3,46,20,3937,0,0,0,0,0,1
"2023-06-06","Tuesday",20,76,36,32,3608,4,42,19,3837,0,0,0,0,0,1
"2023-06-07","Wednesday",28,82,44,43,3658,7,48,22,3932,0,0,0,0,0,1
"2023-06-08","Thursday",12,49,27,16,2268,4,26,12,2414,0,0,0,0,0,1
"2023-06-09","Friday",28,68,33,24,2091,1,22,14,2281,0,0,0,0,0,1
"2023-06-10","Saturday",13,29,19,16,1151,3,15,6,1252,1,0,0,0,0,1
"2023-06-11","Sunday",14,28,21,17,1118,0,15,6,1219,1,0,0,0,0,1
"2023-06-12","Monday",22,79,36,34,1892,3,34,18,2118,0,0,0,0,1,0
"2023-06-13","Tuesday",31,74,41,27,1893,3,30,17,2116,0,0,0,0,1,0
"2023-06-14","Wednesday",23,66,29,25,1456,1,36,18,1654,0,0,0,0,1,0
"2023-06-15","Thursday",24,58,37,22,1081,3,20,13,1258,0,0,0,0,1,0
"2023-06-16","Friday",24,59,26,28,873,2,21,13,1046,0,0,0,0,1,0
"2023-06-17","Saturday",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"2023-06-18","Sunday",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"2023-06-19","Monday",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"2023-06-20","Tuesday",17,46,18,9,107,3,71,8,279,0,0,0,1,0,0
"2023-06-21","Wednesday",21,52,17,15,140,9,85,4,343,0,0,0,0,0,0
"2023-06-22","Thursday",15,49,22,19,124,9,104,7,349,0,0,0,0,0,0
"2023-06-23","Friday",20,40,17,11,129,5,105,6,333,0,0,0,0,0,0
"2023-06-24","Saturday",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"2023-06-25","Sunday",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"2023-06-26","Monday",28,83,25,33,319,15,154,12,669,0,0,0,1,0,0
"2023-06-27","Tuesday",23,67,23,25,277,17,175,15,622,0,0,0,0,0,0
"2023-06-28","Wednesday",29,73,25,28,273,19,160,16,623,0,0,0,0,0,0
"2023-06-29","Thursday",16,66,21,31,238,12,151,9,544,0,0,0,0,0,0
"2023-06-30","Friday",17,54,27,20,190,9,152,10,479,0,0,0,0,0,0
"2023-07-01","Saturday",13,14,5,15,64,6,58,4,179,1,0,0,0,0,0
"2023-07-02","Sunday",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"2023-07-03","Monday",24,74,21,26,258,15,176,14,608,0,0,0,1,0,0
"2023-07-04","Tuesday",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2023-07-05","Wednesday",14,79,27,33,233,14,180,20,600,0,0,0,1,0,0
"2023-07-06","Thursday",19,63,26,26,240,14,200,13,601,0,0,0,0,0,0
"2023-07-07","Friday",18,55,15,21,213,12,176,11,521,0,0,0,0,0,0
"2023-07-08","Saturday",4,18,8,14,110,8,95,4,261,1,0,0,0,0,0
"2023-07-09","Sunday",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"2023-07-10","Monday",17,71,24,29,296,23,232,18,710,0,0,0,1,0,0
"2023-07-11","Tuesday",10,62,32,25,298,21,220,18,686,0,0,0,0,0,0
"2023-07-12","Wednesday",19,70,19,30,297,18,209,13,675,0,0,0,0,0,0
