Usage By Hour And Day,,,,,,,,
Parameters,,,,,,,,
"Sun, Feb 28, 2016 12:00 AM to Sat, Mar 5, 2016 11:59 PM",,,,,,,,
Readers: All Readers,,,,,,,,
"Days of the week: Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",,,,,,,,
Hour,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Total
5:00AM - 5:59AM,0,0,0,0,10,0,0,10
6:00AM - 6:59AM,0,168,120,206,186,61,0,741
7:00AM - 7:59AM,0,124,100,107,113,64,0,508
8:00AM - 8:59AM,0,225,188,201,179,99,0,892
9:00AM - 9:59AM,0,360,279,365,263,152,0,1419
10:00AM - 10:59AM,114,308,292,306,276,202,200,1698
11:00AM - 11:59AM,133,429,414,393,387,261,185,2202
12:00PM - 12:59PM,186,289,343,304,336,244,172,1874
1:00PM - 1:59PM,135,396,362,381,383,250,213,2120
2:00PM - 2:59PM,252,320,270,264,262,266,229,1863
3:00PM - 3:59PM,243,364,485,407,446,314,194,2453
4:00PM - 4:59PM,231,415,406,403,393,337,234,2419
5:00PM - 5:59PM,281,524,569,367,437,331,242,2751
6:00PM - 6:59PM,200,610,531,498,390,291,192,2712
7:00PM - 7:59PM,223,443,515,376,383,234,123,2297
8:00PM - 8:59PM,209,364,428,385,311,139,90,1926
9:00PM - 9:59PM,145,266,231,265,195,110,70,1282
10:00PM - 10:59PM,92,171,155,141,139,104,63,865
11:00PM - 11:59PM,8,24,28,32,18,11,14,135
Totals:,2452,5800,5716,5401,5107,3470,2221,30167
"Mon, Feb 17 2025 10:47A",,,,,,,,Page: 1/1
