Usage By Hour And Day,,,,,,,,
Parameters,,,,,,,,
"Sun, Nov 6, 2016 12:00 AM to Sat, Nov 12, 2016 11:59 PM",,,,,,,,
Readers: All Readers,,,,,,,,
"Days of the week: Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",,,,,,,,
Hour,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Total
6:00AM - 6:59AM,0,203,129,139,102,83,0,656
7:00AM - 7:59AM,0,103,91,82,53,70,0,399
8:00AM - 8:59AM,0,246,250,204,211,97,0,1008
9:00AM - 9:59AM,0,353,313,287,259,156,0,1368
10:00AM - 10:59AM,257,303,331,295,276,197,132,1791
11:00AM - 11:59AM,225,334,399,287,379,296,98,2018
12:00PM - 12:59PM,207,303,265,261,249,295,76,1656
1:00PM - 1:59PM,194,379,374,277,363,239,102,1928
2:00PM - 2:59PM,240,267,298,234,238,255,107,1639
3:00PM - 3:59PM,222,346,428,292,353,321,134,2096
4:00PM - 4:59PM,284,451,425,346,331,323,137,2297
5:00PM - 5:59PM,305,485,464,448,428,303,149,2582
6:00PM - 6:59PM,229,436,402,411,358,183,178,2197
7:00PM - 7:59PM,183,318,299,334,300,153,102,1689
8:00PM - 8:59PM,189,278,234,233,271,120,84,1409
9:00PM - 9:59PM,83,214,159,228,199,98,61,1042
10:00PM - 10:59PM,70,105,96,127,107,81,46,632
11:00PM - 11:59PM,20,10,26,26,21,13,8,124
Totals:,2708,5134,4983,4511,4498,3283,1414,26531
"Mon, Feb 17 2025 11:01A",,,,,,,,Page: 1/1
