Usage By Hour And Day,,,,,,,,
Parameters,,,,,,,,
"Sun, Dec 16, 2018 12:00 AM to Sat, Dec 22, 2018 11:59 PM",,,,,,,,
Readers: All Readers,,,,,,,,
"Days of the week: Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",,,,,,,,
Hour,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Total
9:00AM - 9:59AM,0,7,3,4,0,1,0,15
10:00AM - 10:59AM,0,92,90,102,76,76,0,436
11:00AM - 11:59AM,0,118,81,96,60,78,0,433
12:00PM - 12:59PM,0,112,91,91,62,70,0,426
1:00PM - 1:59PM,0,52,65,48,40,42,0,247
2:00PM - 2:59PM,0,75,60,65,57,51,0,308
3:00PM - 3:59PM,0,99,78,67,49,57,0,350
4:00PM - 4:59PM,0,99,101,91,81,57,0,429
5:00PM - 5:59PM,0,145,111,103,129,65,0,553
6:00PM - 6:59PM,0,98,77,93,83,57,0,408
7:00PM - 7:59PM,0,14,21,5,13,5,0,58
Totals:,0,911,778,765,650,559,0,3663
"Wed, Feb 26 2025 2:54P",,,,,,,,Page: 1/1
