Usage By Hour And Day,,,,,,,,
Parameters,,,,,,,,
"Sun, May 9, 2021 12:00 AM to Sat, May 15, 2021 11:59 PM",,,,,,,,
Readers: All Readers,,,,,,,,
"Days of the week: Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",,,,,,,,
Hour,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Total
5:00AM - 5:59AM,0,0,0,0,2,0,0,2
6:00AM - 6:59AM,0,51,38,54,44,45,0,232
7:00AM - 7:59AM,0,81,78,94,60,53,0,366
8:00AM - 8:59AM,0,78,76,92,74,77,0,397
9:00AM - 9:59AM,11,83,112,101,104,64,23,498
10:00AM - 10:59AM,70,110,122,99,82,53,78,614
11:00AM - 11:59AM,45,73,74,86,85,64,65,492
12:00PM - 12:59PM,38,131,117,118,110,91,50,655
1:00PM - 1:59PM,66,109,97,86,83,80,64,585
2:00PM - 2:59PM,57,83,82,104,72,81,62,541
3:00PM - 3:59PM,51,85,109,50,71,64,43,473
4:00PM - 4:59PM,75,102,129,109,102,71,44,632
5:00PM - 5:59PM,3,132,153,129,105,71,4,597
6:00PM - 6:59PM,0,121,135,103,102,39,0,500
7:00PM - 7:59PM,0,13,13,11,5,10,0,52
8:00PM - 8:59PM,0,0,0,0,0,23,0,23
Totals:,416,1252,1335,1236,1101,886,433,6659
"Wed, Feb 26 2025 3:58P",,,,,,,,Page: 1/1
