Usage By Hour And Day,,,,,,,,
Parameters,,,,,,,,
"Sun, Jan 31, 2021 12:00 AM to Sat, Feb 6, 2021 11:59 PM",,,,,,,,
Readers: All Readers,,,,,,,,
"Days of the week: Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",,,,,,,,
Hour,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Total
7:00AM - 7:59AM,0,30,23,30,23,20,0,126
8:00AM - 8:59AM,0,22,19,30,23,27,0,121
9:00AM - 9:59AM,10,45,69,68,65,38,20,315
10:00AM - 10:59AM,32,32,51,43,61,26,23,268
11:00AM - 11:59AM,27,35,38,49,40,29,23,241
12:00PM - 12:59PM,18,21,68,26,56,30,31,250
1:00PM - 1:59PM,23,24,34,33,32,37,25,208
2:00PM - 2:59PM,26,23,45,45,36,37,33,245
3:00PM - 3:59PM,28,41,37,48,56,50,31,291
4:00PM - 4:59PM,22,31,38,52,34,38,25,240
5:00PM - 5:59PM,4,5,18,11,34,20,9,101
6:00PM - 6:59PM,0,0,1,0,2,0,0,3
Totals:,190,309,441,435,462,352,220,2409
"Wed, Feb 26 2025 3:50P",,,,,,,,Page: 1/1
