Usage By Hour And Day,,,,,,,,
Parameters,,,,,,,,
"Sun, Oct 31, 2021 12:00 AM to Sat, Nov 6, 2021 11:59 PM",,,,,,,,
Readers: All Readers,,,,,,,,
"Days of the week: Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",,,,,,,,
Hour,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Total
5:00AM - 5:59AM,0,5,8,1,1,2,0,17
6:00AM - 6:59AM,0,63,105,95,99,62,0,424
7:00AM - 7:59AM,0,60,62,98,55,40,0,315
8:00AM - 8:59AM,0,118,107,133,96,66,0,520
9:00AM - 9:59AM,36,130,142,170,148,84,76,786
10:00AM - 10:59AM,62,150,164,193,159,151,72,951
11:00AM - 11:59AM,54,189,216,252,220,135,89,1155
12:00PM - 12:59PM,59,150,172,158,178,121,116,954
1:00PM - 1:59PM,79,166,187,198,145,136,174,1085
2:00PM - 2:59PM,133,178,226,192,174,198,140,1241
3:00PM - 3:59PM,125,201,257,202,229,200,123,1337
4:00PM - 4:59PM,108,203,273,231,221,233,100,1369
5:00PM - 5:59PM,96,297,348,314,252,204,93,1604
6:00PM - 6:59PM,99,356,363,377,374,146,72,1787
7:00PM - 7:59PM,68,273,276,284,263,122,45,1331
8:00PM - 8:59PM,14,227,165,224,163,55,12,860
9:00PM - 9:59PM,0,121,127,112,104,0,0,464
10:00PM - 10:59PM,0,16,24,20,24,0,0,84
Totals:,933,2903,3222,3254,2905,1955,1112,16284
"Wed, Feb 26 2025 4:06P",,,,,,,,Page: 1/1
