Usage By Hour And Day,,,,,,,,
Parameters,,,,,,,,
"Sun, Jul 26, 2015 12:00 AM to Sat, Aug 1, 2015 11:59 PM",,,,,,,,
Readers: All Readers,,,,,,,,
"Days of the week: Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",,,,,,,,
Hour,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Total
6:00AM - 6:59AM,0,49,34,53,29,28,0,193
7:00AM - 7:59AM,0,33,48,42,32,30,0,185
8:00AM - 8:59AM,0,62,62,68,52,45,0,289
9:00AM - 9:59AM,0,85,64,83,58,70,0,360
10:00AM - 10:59AM,0,80,66,69,48,94,0,357
11:00AM - 11:59AM,6,133,125,143,103,145,1,656
12:00PM - 12:59PM,109,137,136,121,93,125,118,839
1:00PM - 1:59PM,66,132,76,73,92,80,67,586
2:00PM - 2:59PM,74,108,96,93,80,73,63,587
3:00PM - 3:59PM,60,163,179,167,123,84,47,823
4:00PM - 4:59PM,76,274,232,217,226,130,75,1230
5:00PM - 5:59PM,106,336,279,251,223,157,80,1432
6:00PM - 6:59PM,82,230,202,204,192,132,70,1112
7:00PM - 7:59PM,23,59,43,43,37,38,21,264
8:00PM - 8:59PM,0,0,0,1,0,0,0,1
Totals:,602,1881,1642,1628,1388,1231,542,8914
"Mon, Feb 17 2025 10:08A",,,,,,,,Page: 1/1
