Usage By Hour And Day,,,,,,,,
Parameters,,,,,,,,
"Sun, Nov 29, 2015 12:00 AM to Sat, Dec 5, 2015 11:59 PM",,,,,,,,
Readers: All Readers,,,,,,,,
"Days of the week: Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",,,,,,,,
Hour,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Total
5:00AM - 5:59AM,0,0,0,0,0,4,0,4
6:00AM - 6:59AM,0,125,68,104,44,126,0,467
7:00AM - 7:59AM,0,97,49,82,42,51,0,321
8:00AM - 8:59AM,0,191,190,187,163,101,0,832
9:00AM - 9:59AM,0,321,350,301,291,156,0,1419
10:00AM - 10:59AM,109,265,290,298,261,149,161,1533
11:00AM - 11:59AM,91,293,300,248,315,238,129,1614
12:00PM - 12:59PM,96,274,257,275,277,210,144,1533
1:00PM - 1:59PM,87,302,387,311,363,203,157,1810
2:00PM - 2:59PM,90,273,273,290,270,197,156,1549
3:00PM - 3:59PM,111,337,380,353,363,301,208,2053
4:00PM - 4:59PM,201,307,401,315,310,316,247,2097
5:00PM - 5:59PM,186,372,408,402,381,296,243,2288
6:00PM - 6:59PM,186,400,387,445,346,293,190,2247
7:00PM - 7:59PM,128,283,267,366,313,184,168,1709
8:00PM - 8:59PM,106,268,236,310,225,121,132,1398
9:00PM - 9:59PM,119,209,233,186,210,110,93,1160
10:00PM - 10:59PM,57,146,92,112,108,90,70,675
11:00PM - 11:59PM,22,12,16,20,17,19,37,143
Totals:,1589,4475,4584,4605,4299,3165,2135,24852
"Mon, Feb 17 2025 10:30A",,,,,,,,Page: 1/1
