Usage By Hour And Day,,,,,,,,
Parameters,,,,,,,,
"Sun, Mar 29, 2015 12:00 AM to Sat, Apr 4, 2015 11:59 PM",,,,,,,,
Readers: All Readers,,,,,,,,
"Days of the week: Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",,,,,,,,
Hour,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Total
6:00AM - 6:59AM,0,113,117,99,105,57,0,491
7:00AM - 7:59AM,0,113,98,134,101,70,0,516
8:00AM - 8:59AM,0,310,292,296,257,122,0,1277
9:00AM - 9:59AM,0,499,423,440,344,175,0,1881
10:00AM - 10:59AM,0,351,331,336,309,180,222,1729
11:00AM - 11:59AM,0,487,476,452,438,322,213,2388
12:00PM - 12:59PM,0,431,419,374,390,354,181,2149
1:00PM - 1:59PM,0,486,534,490,514,266,159,2449
2:00PM - 2:59PM,0,297,384,345,334,287,188,1835
3:00PM - 3:59PM,0,410,479,459,435,337,251,2371
4:00PM - 4:59PM,0,509,501,568,517,376,208,2679
5:00PM - 5:59PM,0,476,536,492,487,300,194,2485
6:00PM - 6:59PM,408,458,493,542,425,256,184,2766
7:00PM - 7:59PM,219,415,477,477,384,158,149,2279
8:00PM - 8:59PM,175,367,388,331,269,145,138,1813
9:00PM - 9:59PM,84,250,211,218,175,76,127,1141
10:00PM - 10:59PM,38,94,115,109,88,57,43,544
11:00PM - 11:59PM,6,12,14,10,14,10,16,82
Totals:,930,6078,6288,6172,5586,3548,2273,30875
"Mon, Feb 17 2025 10:16A",,,,,,,,Page: 1/1
