Usage By Hour And Day,,,,,,,,
Parameters,,,,,,,,
"Sun, Mar 8, 2020 12:00 AM to Sat, Mar 14, 2020 11:59 PM",,,,,,,,
Readers: All Readers,,,,,,,,
"Days of the week: Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",,,,,,,,
Hour,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Total
5:00AM - 5:59AM,0,3,1,1,0,0,0,5
6:00AM - 6:59AM,0,129,95,172,105,43,0,544
7:00AM - 7:59AM,0,107,62,93,64,31,0,357
8:00AM - 8:59AM,0,213,218,196,194,68,0,889
9:00AM - 9:59AM,0,265,292,290,258,94,2,1201
10:00AM - 10:59AM,182,262,282,328,210,129,134,1527
11:00AM - 11:59AM,125,374,330,347,259,176,112,1723
12:00PM - 12:59PM,166,321,233,318,216,171,95,1520
1:00PM - 1:59PM,195,358,335,313,229,153,137,1720
2:00PM - 2:59PM,169,292,237,249,203,169,139,1458
3:00PM - 3:59PM,228,300,323,251,252,145,121,1620
4:00PM - 4:59PM,180,332,332,255,218,172,139,1628
5:00PM - 5:59PM,145,478,424,410,237,193,164,2051
6:00PM - 6:59PM,199,476,415,337,227,171,136,1961
7:00PM - 7:59PM,152,368,381,219,223,98,40,1481
8:00PM - 8:59PM,143,253,250,206,132,67,0,1051
9:00PM - 9:59PM,86,182,166,150,54,37,0,675
10:00PM - 10:59PM,88,81,77,74,32,15,0,367
11:00PM - 11:59PM,6,11,19,11,9,9,0,65
Totals:,2064,4805,4472,4220,3122,1941,1219,21843
"Wed, Feb 26 2025 3:31P",,,,,,,,Page: 1/1
